source,target,type,voltage_kv,capacity_mva,length_km,reactance_pu,resistance_pu
IN-C14954-SS,IN-C15266-SS,sub_transmission,132,63,21.51,0.034423,0.005102
IN-C14954-SS,IN-C15222-SS,sub_transmission,132,63,23.41,0.037462,0.011221
IN-C14955-SS,IN-C14991-SS,sub_transmission,132,63,7.99,0.01278,0.00293
IN-C14956-SS,IN-C15445-SS,sub_transmission,132,63,6.3,0.010072,0.002147
IN-C14956-SS,IN-C15455-SS,sub_transmission,132,63,6.79,0.010871,0.002396
IN-C14957-SS,IN-C15289-SS,sub_transmission,132,63,13.29,0.021267,0.004319
IN-C14957-SS,IN-C15270-SS,sub_transmission,132,63,19.69,0.031509,0.005565
IN-C14958-SS,IN-C15212-SS,sub_transmission,132,63,3.64,0.005828,0.001072
IN-C14958-SS,IN-C15000-SS,sub_transmission,132,63,4.64,0.007422,0.002034
IN-C14959-SS,IN-C15023-SS,sub_transmission,132,63,3.28,0.005247,0.001375
IN-C14960-SS,IN-C14961-SS,sub_transmission,132,63,2.22,0.003557,0.000855
IN-C14960-SS,IN-C15144-SS,sub_transmission,132,63,5.92,0.009467,0.001598
IN-C14961-SS,IN-C15144-SS,sub_transmission,132,63,6.98,0.011163,0.001678
IN-C14962-SS,IN-C15383-SS,sub_transmission,132,63,7.13,0.011404,0.002393
IN-C14962-SS,IN-C15350-SS,sub_transmission,132,63,9.51,0.015222,0.003908
IN-C14963-SS,IN-C14993-SS,sub_transmission,132,63,1.04,0.001663,0.00044
IN-C14963-SS,IN-C15201-SS,sub_transmission,132,63,4.42,0.007079,0.002069
IN-C14964-SS,IN-C14998-SS,sub_transmission,132,63,1.9,0.003034,0.000667
IN-C14964-SS,IN-C15210-SS,sub_transmission,132,63,4.53,0.007252,0.001035
IN-C14965-SS,IN-C15009-SS,sub_transmission,132,63,1.77,0.002835,0.000458
IN-C14965-SS,IN-C15148-SS,sub_transmission,132,63,8.9,0.014242,0.003114
IN-C14966-SS,IN-C14985-SS,sub_transmission,132,63,2.73,0.004364,0.000599
IN-C14967-SS,IN-C15065-SS,sub_transmission,132,63,1.83,0.002929,0.000553
IN-C14967-SS,IN-C15064-SS,sub_transmission,132,63,1.92,0.003068,0.000477
IN-C14968-SS,IN-C15015-SS,sub_transmission,132,63,8.1,0.012954,0.001813
IN-C14968-SS,IN-C15088-SS,sub_transmission,132,63,8.62,0.013795,0.00231
IN-C14969-SS,IN-C15223-SS,sub_transmission,132,63,5.31,0.008498,0.001869
IN-C14969-SS,IN-C15268-SS,sub_transmission,132,63,11.14,0.017819,0.003055
IN-C14970-SS,IN-C14989-SS,sub_transmission,132,63,5.81,0.009291,0.001438
IN-C14971-SS,IN-C15358-SS,sub_transmission,132,63,4.26,0.006823,0.001274
IN-C14971-SS,IN-C15046-SS,sub_transmission,132,63,11.61,0.018573,0.005216
IN-C14972-SS,IN-C15216-SS,sub_transmission,132,63,4.44,0.007111,0.001927
IN-C14973-SS,IN-C15031-SS,sub_transmission,132,63,8.15,0.013047,0.001684
IN-C14973-SS,IN-C15334-SS,sub_transmission,132,63,13.44,0.02151,0.006368
IN-C14974-SS,IN-C15339-SS,sub_transmission,132,63,3.36,0.005378,0.001486
IN-C14974-SS,IN-C15249-SS,sub_transmission,132,63,8.39,0.013425,0.002755
IN-C14975-SS,IN-C15476-SS,sub_transmission,132,63,11.47,0.018355,0.004449
IN-C14976-SS,IN-C15106-SS,sub_transmission,132,63,5.83,0.009321,0.001484
IN-C14978-SS,IN-C15415-SS,sub_transmission,132,63,2.14,0.003423,0.00054
IN-C14978-SS,IN-C14988-SS,sub_transmission,132,63,5.47,0.008748,0.001795
IN-C14979-SS,IN-C15152-SS,sub_transmission,132,63,4.12,0.006595,0.001842
IN-C14979-SS,IN-C15173-SS,sub_transmission,132,63,4.37,0.00699,0.001981
IN-C14980-SS,IN-C15455-SS,sub_transmission,132,63,0.66,0.0016,0.000371
IN-C14981-SS,IN-C15466-SS,sub_transmission,132,63,4.7,0.007524,0.001803
IN-C14981-SS,IN-C15050-SS,sub_transmission,132,63,4.75,0.007594,0.001902
IN-C14982-SS,IN-C14996-SS,sub_transmission,132,63,3.49,0.005581,0.001542
IN-C14983-SS,IN-C15017-SS,sub_transmission,132,63,9.46,0.015143,0.002577
IN-C14983-SS,IN-C15356-SS,sub_transmission,132,63,12.8,0.020487,0.005588
IN-C14984-SS,IN-C15048-SS,sub_transmission,132,63,8.3,0.013279,0.002355
IN-C14984-SS,IN-C15316-SS,sub_transmission,132,63,8.39,0.013428,0.003482
IN-C14986-SS,IN-C15210-SS,sub_transmission,132,63,3.76,0.006014,0.000751
IN-C14987-SS,IN-C15079-SS,sub_transmission,132,63,7.25,0.011604,0.002165
IN-C14990-SS,IN-C15014-SS,sub_transmission,132,63,2.03,0.003245,0.000758
IN-C14990-SS,IN-C14994-SS,sub_transmission,132,63,2.94,0.004702,0.000917
IN-C14991-SS,IN-C15128-SS,sub_transmission,132,63,1.09,0.001751,0.000426
IN-C14991-SS,IN-C15264-SS,sub_transmission,132,63,5.79,0.009259,0.00203
IN-C14992-SS,IN-C15012-SS,sub_transmission,132,63,3.56,0.005699,0.001529
IN-C14992-SS,IN-C15283-SS,sub_transmission,132,63,4.25,0.006797,0.001683
IN-C14993-SS,IN-C15201-SS,sub_transmission,132,63,3.5,0.005598,0.001084
IN-C14994-SS,IN-C15014-SS,sub_transmission,132,63,3.05,0.004876,0.000812
IN-C14995-SS,IN-C15295-SS,sub_transmission,132,63,11.9,0.019039,0.003228
IN-C14997-SS,IN-C15312-SS,sub_transmission,132,63,5.71,0.009139,0.002232
IN-C14997-SS,IN-C15156-SS,sub_transmission,132,63,7.75,0.012408,0.003045
IN-C14998-SS,IN-C15495-SS,sub_transmission,132,63,5.97,0.009553,0.002068
IN-C14999-SS,IN-C15039-SS,sub_transmission,132,63,13.19,0.021099,0.006013
IN-C14999-SS,IN-C15367-SS,sub_transmission,132,63,26.55,0.042486,0.009362
IN-C15000-SS,IN-C15212-SS,sub_transmission,132,63,3.36,0.005369,0.001128
IN-C15000-SS,IN-C15005-SS,sub_transmission,132,63,3.66,0.005859,0.001054
IN-C15001-SS,IN-C15251-SS,sub_transmission,132,63,15.28,0.024453,0.005606
IN-C15002-SS,IN-C15437-SS,sub_transmission,132,63,1.34,0.002144,0.000465
IN-C15002-SS,IN-C15066-SS,sub_transmission,132,63,1.36,0.00218,0.000381
IN-C15003-SS,IN-C15142-SS,sub_transmission,132,63,17.45,0.027925,0.007344
IN-C15004-SS,IN-C15349-SS,sub_transmission,132,63,11.85,0.018961,0.003358
IN-C15005-SS,IN-C15212-SS,sub_transmission,132,63,6.86,0.010969,0.003166
IN-C15006-SS,IN-C15440-SS,sub_transmission,132,63,4.47,0.007151,0.002081
IN-C15007-SS,IN-C15264-SS,sub_transmission,132,63,5.1,0.008154,0.002336
IN-C15007-SS,IN-C15058-SS,sub_transmission,132,63,6.15,0.00984,0.002548
IN-C15009-SS,IN-C15148-SS,sub_transmission,132,63,8.57,0.013714,0.002998
IN-C15010-SS,IN-C15424-SS,sub_transmission,132,63,7.65,0.012233,0.002538
IN-C15010-SS,IN-C15193-SS,sub_transmission,132,63,9.47,0.015152,0.003457
IN-C15011-SS,IN-C15244-SS,sub_transmission,132,63,7.78,0.01244,0.003543
IN-C15011-SS,IN-C15324-SS,sub_transmission,132,63,11.9,0.019048,0.004972
IN-C15012-SS,IN-C15283-SS,sub_transmission,132,63,2.75,0.004393,0.000926
IN-C15013-SS,IN-C15268-SS,sub_transmission,132,63,3.02,0.004835,0.000626
IN-C15013-SS,IN-C15223-SS,sub_transmission,132,63,8.86,0.014174,0.002671
IN-C15015-SS,IN-C15088-SS,sub_transmission,132,63,2.14,0.003432,0.000891
IN-C15015-SS,IN-C15401-SS,sub_transmission,132,63,2.24,0.003584,0.000732
IN-C15016-SS,IN-C15272-SS,sub_transmission,132,63,2.84,0.004546,0.001083
IN-C15016-SS,IN-C15446-SS,sub_transmission,132,63,4.35,0.006962,0.001582
IN-C15018-SS,IN-C15273-SS,sub_transmission,132,63,14.76,0.023615,0.005929
IN-C15018-SS,IN-C15115-SS,sub_transmission,132,63,22.62,0.036185,0.010109
IN-C15019-SS,IN-C15306-SS,sub_transmission,132,63,4.5,0.007202,0.001783
IN-C15021-SS,IN-C15125-SS,sub_transmission,132,63,8.03,0.012851,0.00294
IN-C15021-SS,IN-C15412-SS,sub_transmission,132,63,10.47,0.016759,0.0041
IN-C15022-SS,IN-C15068-SS,sub_transmission,132,63,2.17,0.00347,0.001005
IN-C15022-SS,IN-C15079-SS,sub_transmission,132,63,4.44,0.00711,0.001018
IN-C15024-SS,IN-C15376-SS,sub_transmission,132,63,0.56,0.0016,0.000217
IN-C15025-SS,IN-C15228-SS,sub_transmission,132,63,7.28,0.011648,0.001679
IN-C15025-SS,IN-C15279-SS,sub_transmission,132,63,7.56,0.012089,0.002168
IN-C15026-SS,IN-C15314-SS,sub_transmission,132,63,7.61,0.01217,0.003331
IN-C15026-SS,IN-C15373-SS,sub_transmission,132,63,18.7,0.029924,0.00387
IN-C15027-SS,IN-C15197-SS,sub_transmission,132,63,2.09,0.003351,0.000968
IN-C15028-SS,IN-C15280-SS,sub_transmission,132,63,6.28,0.010051,0.002192
IN-C15028-SS,IN-C15444-SS,sub_transmission,132,63,10.14,0.016229,0.004091
IN-C15029-SS,IN-C15461-SS,sub_transmission,132,63,12.75,0.020397,0.005474
IN-C15030-SS,IN-C15416-SS,sub_transmission,132,63,2.46,0.003943,0.001029
IN-C15030-SS,IN-C15221-SS,sub_transmission,132,63,8.76,0.01402,0.002959
IN-C15031-SS,IN-C15334-SS,sub_transmission,132,63,9.34,0.014937,0.003651
IN-C15032-SS,IN-C15060-SS,sub_transmission,132,63,5.52,0.008833,0.001977
IN-C15032-SS,IN-C15149-SS,sub_transmission,132,63,7.3,0.011683,0.003071
IN-C15033-SS,IN-C15447-SS,sub_transmission,132,63,6.66,0.010649,0.002465
IN-C15034-SS,IN-C15401-SS,sub_transmission,132,63,5.49,0.008784,0.002448
IN-C15034-SS,IN-C15231-SS,sub_transmission,132,63,5.96,0.00954,0.001484
IN-C15035-SS,IN-C15482-SS,sub_transmission,132,63,3.55,0.005681,0.001567
IN-C15035-SS,IN-C15041-SS,sub_transmission,132,63,13.97,0.022348,0.004669
IN-C15036-SS,IN-C15205-SS,sub_transmission,132,63,8.69,0.013911,0.002339
IN-C15036-SS,IN-C15041-SS,sub_transmission,132,63,8.88,0.014208,0.004093
IN-C15037-SS,IN-C15413-SS,sub_transmission,132,63,0.79,0.0016,0.000437
IN-C15037-SS,IN-C15121-SS,sub_transmission,132,63,5.44,0.008697,0.002018
IN-C15038-SS,IN-C15417-SS,sub_transmission,132,63,5.41,0.008661,0.002188
IN-C15038-SS,IN-C15265-SS,sub_transmission,132,63,7.33,0.011726,0.002602
IN-C15039-SS,IN-C15367-SS,sub_transmission,132,63,14.01,0.022412,0.00477
IN-C15040-SS,IN-C15468-SS,sub_transmission,132,63,5.8,0.009279,0.001816
IN-C15040-SS,IN-C15332-SS,sub_transmission,132,63,7.61,0.012174,0.00336
IN-C15041-SS,IN-C15205-SS,sub_transmission,132,63,7.18,0.011485,0.0017
IN-C15042-SS,IN-C15130-SS,sub_transmission,132,63,6.0,0.009595,0.00171
IN-C15043-SS,IN-C15125-SS,sub_transmission,132,63,9.48,0.015167,0.004189
IN-C15043-SS,IN-C15063-SS,sub_transmission,132,63,13.12,0.020985,0.003252
IN-C15044-SS,IN-C15157-SS,sub_transmission,132,63,5.42,0.008677,0.00211
IN-C15044-SS,IN-C15303-SS,sub_transmission,132,63,7.28,0.011651,0.001472
IN-C15045-SS,IN-C15290-SS,sub_transmission,132,63,3.8,0.006075,0.000857
IN-C15045-SS,IN-C15343-SS,sub_transmission,132,63,5.62,0.008997,0.002115
IN-C15046-SS,IN-C15183-SS,sub_transmission,132,63,4.09,0.00655,0.000916
IN-C15046-SS,IN-C15358-SS,sub_transmission,132,63,8.91,0.01425,0.002949
IN-C15047-SS,IN-C15116-SS,sub_transmission,132,63,16.27,0.026031,0.005187
IN-C15047-SS,IN-C15398-SS,sub_transmission,132,63,20.8,0.033279,0.009903
IN-C15048-SS,IN-C15233-SS,sub_transmission,132,63,9.99,0.015977,0.004135
IN-C15050-SS,IN-C15341-SS,sub_transmission,132,63,4.08,0.006527,0.001513
IN-C15051-SS,IN-C15075-SS,sub_transmission,132,63,8.53,0.013655,0.003087
IN-C15052-SS,IN-C15154-SS,sub_transmission,132,63,5.88,0.009405,0.001578
IN-C15052-SS,IN-C15134-SS,sub_transmission,132,63,11.25,0.017993,0.004191
IN-C15053-SS,IN-C15288-SS,sub_transmission,132,63,4.04,0.006459,0.001624
IN-C15053-SS,IN-C15479-SS,sub_transmission,132,63,5.47,0.008747,0.002076
IN-C15054-SS,IN-C15294-SS,sub_transmission,132,63,5.71,0.009143,0.001497
IN-C15054-SS,IN-C15092-SS,sub_transmission,132,63,5.97,0.009557,0.001494
IN-C15055-SS,IN-C15155-SS,sub_transmission,132,63,8.6,0.013755,0.002662
IN-C15055-SS,IN-C15356-SS,sub_transmission,132,63,10.65,0.017045,0.002502
IN-C15056-SS,IN-C15130-SS,sub_transmission,132,63,12.81,0.020496,0.004046
IN-C15056-SS,IN-C15424-SS,sub_transmission,132,63,13.3,0.021274,0.004339
IN-C15057-SS,IN-C15484-SS,sub_transmission,132,63,9.77,0.015624,0.002027
IN-C15057-SS,IN-C15191-SS,sub_transmission,132,63,10.47,0.016747,0.002605
IN-C15059-SS,IN-C15206-SS,sub_transmission,132,63,6.46,0.01033,0.002604
IN-C15060-SS,IN-C15149-SS,sub_transmission,132,63,2.77,0.004427,0.000913
IN-C15061-SS,IN-C15093-SS,sub_transmission,132,63,11.83,0.018932,0.004625
IN-C15062-SS,IN-C15126-SS,sub_transmission,132,63,4.78,0.007647,0.001215
IN-C15062-SS,IN-C15238-SS,sub_transmission,132,63,10.11,0.016176,0.004497
IN-C15063-SS,IN-C15206-SS,sub_transmission,132,63,11.38,0.018205,0.004508
IN-C15064-SS,IN-C15065-SS,sub_transmission,132,63,1.44,0.0023,0.000544
IN-C15066-SS,IN-C15437-SS,sub_transmission,132,63,1.06,0.001696,0.000316
IN-C15067-SS,IN-C15395-SS,sub_transmission,132,63,4.21,0.006734,0.001505
IN-C15068-SS,IN-C15079-SS,sub_transmission,132,63,3.89,0.006226,0.000799
IN-C15069-SS,IN-C15213-SS,sub_transmission,132,63,2.57,0.004112,0.001199
IN-C15069-SS,IN-C15320-SS,sub_transmission,132,63,4.91,0.007851,0.001954
IN-C15071-SS,IN-C15388-SS,sub_transmission,132,63,3.83,0.006128,0.001556
IN-C15071-SS,IN-C15475-SS,sub_transmission,132,63,13.36,0.021384,0.00375
IN-C15072-SS,IN-C15237-SS,sub_transmission,132,63,6.48,0.010364,0.002189
IN-C15072-SS,IN-C15133-SS,sub_transmission,132,63,8.85,0.014161,0.004206
IN-C15073-SS,IN-C15113-SS,sub_transmission,132,63,9.93,0.015883,0.003047
IN-C15073-SS,IN-C15430-SS,sub_transmission,132,63,12.11,0.01937,0.003021
IN-C15074-SS,IN-C15260-SS,sub_transmission,132,63,5.51,0.00881,0.001179
IN-C15074-SS,IN-C15150-SS,sub_transmission,132,63,6.38,0.01021,0.002365
IN-C15075-SS,IN-C15324-SS,sub_transmission,132,63,11.1,0.017766,0.00371
IN-C15076-SS,IN-C15081-SS,sub_transmission,132,63,2.6,0.004157,0.000729
IN-C15076-SS,IN-C15238-SS,sub_transmission,132,63,5.68,0.009081,0.001509
IN-C15077-SS,IN-C15215-SS,sub_transmission,132,63,6.51,0.010419,0.002849
IN-C15077-SS,IN-C15347-SS,sub_transmission,132,63,6.82,0.010911,0.001516
IN-C15078-SS,IN-C15234-SS,sub_transmission,132,63,10.3,0.016478,0.004824
IN-C15078-SS,IN-C15298-SS,sub_transmission,132,63,11.63,0.018614,0.003131
IN-C15081-SS,IN-C15082-SS,sub_transmission,132,63,5.38,0.008611,0.002394
IN-C15082-SS,IN-C15118-SS,sub_transmission,132,63,5.0,0.007994,0.001062
IN-C15083-SS,IN-C15149-SS,sub_transmission,132,63,10.34,0.016545,0.003937
IN-C15084-SS,IN-C15355-SS,sub_transmission,132,63,5.1,0.008158,0.001079
IN-C15085-SS,IN-C15167-SS,sub_transmission,132,63,2.88,0.004611,0.000916
IN-C15085-SS,IN-C15452-SS,sub_transmission,132,63,6.59,0.010551,0.00188
IN-C15086-SS,IN-C15303-SS,sub_transmission,132,63,7.11,0.011381,0.003361
IN-C15086-SS,IN-C15304-SS,sub_transmission,132,63,7.19,0.011506,0.002921
IN-C15087-SS,IN-C15133-SS,sub_transmission,132,63,5.18,0.008288,0.001308
IN-C15087-SS,IN-C15237-SS,sub_transmission,132,63,7.36,0.011781,0.001715
IN-C15088-SS,IN-C15401-SS,sub_transmission,132,63,0.96,0.0016,0.000455
IN-C15089-SS,IN-C15144-SS,sub_transmission,132,63,1.99,0.003176,0.000814
IN-C15090-SS,IN-C15224-SS,sub_transmission,132,63,1.23,0.001961,0.000527
IN-C15090-SS,IN-C15170-SS,sub_transmission,132,63,16.52,0.026437,0.003492
IN-C15091-SS,IN-C15370-SS,sub_transmission,132,63,9.04,0.014466,0.002275
IN-C15091-SS,IN-C15469-SS,sub_transmission,132,63,10.51,0.016822,0.00417
IN-C15092-SS,IN-C15099-SS,sub_transmission,132,63,6.35,0.010163,0.001635
IN-C15094-SS,IN-C15474-SS,sub_transmission,132,63,5.87,0.009391,0.001777
IN-C15094-SS,IN-C15119-SS,sub_transmission,132,63,12.16,0.019455,0.003378
IN-C15095-SS,IN-C15220-SS,sub_transmission,132,63,7.49,0.01199,0.002269
IN-C15096-SS,IN-C15122-SS,sub_transmission,132,63,0.86,0.0016,0.000291
IN-C15097-SS,IN-C15120-SS,sub_transmission,132,63,5.4,0.008637,0.001481
IN-C15097-SS,IN-C15352-SS,sub_transmission,132,63,6.04,0.00966,0.001792
IN-C15098-SS,IN-C15118-SS,sub_transmission,132,63,5.97,0.009549,0.001154
IN-C15098-SS,IN-C15263-SS,sub_transmission,132,63,6.22,0.00995,0.001247
IN-C15099-SS,IN-C15195-SS,sub_transmission,132,63,3.21,0.005133,0.001029
IN-C15100-SS,IN-C15384-SS,sub_transmission,132,63,3.65,0.005843,0.001566
IN-C15100-SS,IN-C15269-SS,sub_transmission,132,63,4.17,0.00667,0.001931
IN-C15102-SS,IN-C15291-SS,sub_transmission,132,63,4.38,0.007009,0.001944
IN-C15102-SS,IN-C15286-SS,sub_transmission,132,63,8.6,0.013759,0.003664
IN-C15103-SS,IN-C15348-SS,sub_transmission,132,63,7.65,0.012245,0.001775
IN-C15104-SS,IN-C15378-SS,sub_transmission,132,63,6.05,0.009678,0.001217
IN-C15105-SS,IN-C15321-SS,sub_transmission,132,63,5.35,0.008566,0.001388
IN-C15105-SS,IN-C15351-SS,sub_transmission,132,63,6.2,0.009917,0.002221
IN-C15107-SS,IN-C15300-SS,sub_transmission,132,63,5.82,0.009319,0.002348
IN-C15107-SS,IN-C15259-SS,sub_transmission,132,63,7.17,0.011477,0.003434
IN-C15108-SS,IN-C15113-SS,sub_transmission,132,63,2.6,0.004157,0.00116
IN-C15108-SS,IN-C15430-SS,sub_transmission,132,63,3.96,0.006328,0.001646
IN-C15109-SS,IN-C15421-SS,sub_transmission,132,63,5.71,0.009131,0.001613
IN-C15109-SS,IN-C15137-SS,sub_transmission,132,63,9.74,0.015591,0.003576
IN-C15110-SS,IN-C15205-SS,sub_transmission,132,63,6.08,0.009722,0.001447
IN-C15110-SS,IN-C15199-SS,sub_transmission,132,63,9.64,0.01543,0.002664
IN-C15111-SS,IN-C15274-SS,sub_transmission,132,63,5.82,0.009309,0.001201
IN-C15111-SS,IN-C15174-SS,sub_transmission,132,63,7.38,0.011812,0.002763
IN-C15112-SS,IN-C15140-SS,sub_transmission,132,63,7.1,0.011365,0.001559
IN-C15113-SS,IN-C15430-SS,sub_transmission,132,63,3.3,0.005286,0.001565
IN-C15114-SS,IN-C15345-SS,sub_transmission,132,63,1.66,0.002654,0.000576
IN-C15115-SS,IN-C15360-SS,sub_transmission,132,63,4.09,0.006539,0.001747
IN-C15115-SS,IN-C15273-SS,sub_transmission,132,63,11.25,0.018002,0.002661
IN-C15116-SS,IN-C15253-SS,sub_transmission,132,63,27.04,0.043258,0.005419
IN-C15117-SS,IN-C15261-SS,sub_transmission,132,63,12.02,0.019235,0.003065
IN-C15117-SS,IN-C15423-SS,sub_transmission,132,63,13.16,0.021061,0.00379
IN-C15118-SS,IN-C15139-SS,sub_transmission,132,63,3.95,0.006323,0.001511
IN-C15119-SS,IN-C15474-SS,sub_transmission,132,63,6.95,0.011118,0.001838
IN-C15119-SS,IN-C15404-SS,sub_transmission,132,63,10.45,0.016713,0.003092
IN-C15121-SS,IN-C15290-SS,sub_transmission,132,63,4.64,0.007425,0.001624
IN-C15123-SS,IN-C15302-SS,sub_transmission,132,63,6.78,0.010854,0.002272
IN-C15123-SS,IN-C15131-SS,sub_transmission,132,63,9.65,0.015442,0.003314
IN-C15124-SS,IN-C15384-SS,sub_transmission,132,63,5.16,0.008259,0.002153
IN-C15126-SS,IN-C15238-SS,sub_transmission,132,63,7.82,0.012517,0.002951
IN-C15127-SS,IN-C15385-SS,sub_transmission,132,63,10.47,0.016751,0.004216
IN-C15127-SS,IN-C15369-SS,sub_transmission,132,63,15.14,0.024217,0.004832
IN-C15128-SS,IN-C15264-SS,sub_transmission,132,63,6.69,0.01071,0.002249
IN-C15129-SS,IN-C15353-SS,sub_transmission,132,63,10.67,0.017065,0.004832
IN-C15129-SS,IN-C15448-SS,sub_transmission,132,63,14.29,0.022862,0.005068
IN-C15131-SS,IN-C15244-SS,sub_transmission,132,63,13.39,0.021421,0.005741
IN-C15132-SS,IN-C15354-SS,sub_transmission,132,63,4.8,0.007677,0.001125
IN-C15133-SS,IN-C15237-SS,sub_transmission,132,63,2.49,0.003979,0.000872
IN-C15134-SS,IN-C15154-SS,sub_transmission,132,63,6.23,0.00997,0.002824
IN-C15134-SS,IN-C15202-SS,sub_transmission,132,63,9.95,0.015924,0.002456
IN-C15135-SS,IN-C15494-SS,sub_transmission,132,63,5.9,0.009435,0.001911
IN-C15135-SS,IN-C15215-SS,sub_transmission,132,63,6.16,0.009857,0.002936
IN-C15136-SS,IN-C15327-SS,sub_transmission,132,63,11.03,0.017641,0.004888
IN-C15136-SS,IN-C15298-SS,sub_transmission,132,63,12.89,0.020616,0.004794
IN-C15137-SS,IN-C15277-SS,sub_transmission,132,63,4.05,0.006474,0.001479
IN-C15137-SS,IN-C15211-SS,sub_transmission,132,63,6.72,0.010745,0.001598
IN-C15138-SS,IN-C15368-SS,sub_transmission,132,63,3.58,0.005724,0.001278
IN-C15140-SS,IN-C15281-SS,sub_transmission,132,63,6.61,0.010582,0.002317
IN-C15141-SS,IN-C15492-SS,sub_transmission,132,63,8.53,0.013655,0.002215
IN-C15141-SS,IN-C15185-SS,sub_transmission,132,63,9.26,0.014814,0.001793
IN-C15142-SS,IN-C15421-SS,sub_transmission,132,63,6.16,0.009851,0.002417
IN-C15143-SS,IN-C15316-SS,sub_transmission,132,63,3.41,0.005449,0.000762
IN-C15145-SS,IN-C15454-SS,sub_transmission,132,63,11.31,0.018089,0.004136
IN-C15145-SS,IN-C15344-SS,sub_transmission,132,63,11.61,0.018576,0.002911
IN-C15146-SS,IN-C15382-SS,sub_transmission,132,63,3.89,0.006231,0.001814
IN-C15146-SS,IN-C15357-SS,sub_transmission,132,63,8.59,0.013749,0.003503
IN-C15147-SS,IN-C15203-SS,sub_transmission,132,63,3.62,0.005792,0.001156
IN-C15147-SS,IN-C15230-SS,sub_transmission,132,63,12.03,0.019244,0.004059
IN-C15149-SS,IN-C15357-SS,sub_transmission,132,63,4.99,0.007981,0.001291
IN-C15150-SS,IN-C15260-SS,sub_transmission,132,63,6.83,0.010933,0.002447
IN-C15151-SS,IN-C15321-SS,sub_transmission,132,63,8.66,0.013858,0.002643
IN-C15152-SS,IN-C15282-SS,sub_transmission,132,63,7.17,0.011471,0.002401
IN-C15153-SS,IN-C15230-SS,sub_transmission,132,63,4.33,0.006927,0.001524
IN-C15153-SS,IN-C15302-SS,sub_transmission,132,63,14.41,0.023056,0.005182
IN-C15155-SS,IN-C15473-SS,sub_transmission,132,63,3.71,0.005929,0.000843
IN-C15156-SS,IN-C15158-SS,sub_transmission,132,63,1.61,0.00257,0.000579
IN-C15157-SS,IN-C15303-SS,sub_transmission,132,63,10.81,0.017291,0.004269
IN-C15159-SS,IN-C15338-SS,sub_transmission,132,63,15.98,0.025574,0.00421
IN-C15160-SS,IN-C15470-SS,sub_transmission,132,63,21.33,0.034121,0.005037
IN-C15160-SS,IN-C15431-SS,sub_transmission,132,63,21.98,0.035168,0.009262
IN-C15162-SS,IN-C15282-SS,sub_transmission,132,63,8.47,0.013549,0.004015
IN-C15162-SS,IN-C15173-SS,sub_transmission,132,63,9.15,0.014641,0.002015
IN-C15163-SS,IN-C15207-SS,sub_transmission,132,63,9.6,0.015362,0.002554
IN-C15164-SS,IN-C15181-SS,sub_transmission,132,63,4.36,0.006984,0.002065
IN-C15164-SS,IN-C15182-SS,sub_transmission,132,63,5.65,0.009033,0.001281
IN-C15165-SS,IN-C15233-SS,sub_transmission,132,63,21.28,0.034043,0.00933
IN-C15166-SS,IN-C15411-SS,sub_transmission,132,63,5.15,0.008239,0.001717
IN-C15166-SS,IN-C15462-SS,sub_transmission,132,63,10.66,0.01706,0.002496
IN-C15167-SS,IN-C15196-SS,sub_transmission,132,63,5.79,0.009266,0.001361
IN-C15168-SS,IN-C15192-SS,sub_transmission,132,63,8.84,0.014138,0.003091
IN-C15168-SS,IN-C15221-SS,sub_transmission,132,63,9.03,0.014444,0.001784
IN-C15169-SS,IN-C15334-SS,sub_transmission,132,63,7.48,0.01196,0.002542
IN-C15170-SS,IN-C15336-SS,sub_transmission,132,63,5.04,0.008068,0.001578
IN-C15170-SS,IN-C15224-SS,sub_transmission,132,63,15.3,0.024477,0.004962
IN-C15172-SS,IN-C15414-SS,sub_transmission,132,63,11.06,0.017692,0.003809
IN-C15172-SS,IN-C15492-SS,sub_transmission,132,63,11.7,0.018714,0.005209
IN-C15173-SS,IN-C15282-SS,sub_transmission,132,63,5.19,0.008299,0.001746
IN-C15175-SS,IN-C15392-SS,sub_transmission,132,63,5.67,0.009075,0.00143
IN-C15176-SS,IN-C15495-SS,sub_transmission,132,63,4.51,0.007223,0.001683
IN-C15177-SS,IN-C15390-SS,sub_transmission,132,63,9.13,0.014607,0.004074
IN-C15178-SS,IN-C15332-SS,sub_transmission,132,63,6.84,0.010951,0.002356
IN-C15178-SS,IN-C15468-SS,sub_transmission,132,63,8.1,0.012955,0.003307
IN-C15179-SS,IN-C15410-SS,sub_transmission,132,63,9.38,0.015014,0.003898
IN-C15179-SS,IN-C15377-SS,sub_transmission,132,63,9.53,0.01524,0.002647
IN-C15180-SS,IN-C15232-SS,sub_transmission,132,63,9.2,0.014725,0.004198
IN-C15181-SS,IN-C15182-SS,sub_transmission,132,63,1.3,0.002076,0.000399
IN-C15183-SS,IN-C15450-SS,sub_transmission,132,63,7.33,0.011727,0.001911
IN-C15185-SS,IN-C15492-SS,sub_transmission,132,63,7.84,0.012541,0.002171
IN-C15186-SS,IN-C15489-SS,sub_transmission,132,63,23.78,0.038048,0.00893
IN-C15187-SS,IN-C15190-SS,sub_transmission,132,63,6.27,0.010027,0.002385
IN-C15187-SS,IN-C15496-SS,sub_transmission,132,63,8.84,0.014141,0.003618
IN-C15188-SS,IN-C15315-SS,sub_transmission,132,63,4.67,0.007477,0.000999
