id,type,city,state,region,lat,lon,voltage_kv,label,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,demand_mw,gen_mw,population_served
IN-C16989-SS,substation,Ajhūi,Uttar Pradesh,NR,26.30712,81.97632,132,IN-C16989-SS,25,38,37.7,0.972,34.1,0.3,0.0,500
IN-C16990-SS,substation,Ajit,Uttar Pradesh,NR,27.43517,79.62343,132,IN-C16990-SS,25,10,61.6,1.025,37.6,0.3,0.0,500
IN-C16991-SS,substation,Ajit Dāndi,Uttar Pradesh,NR,28.62188,79.63145,132,IN-C16991-SS,25,14,35.2,0.98,31.1,0.3,0.0,500
IN-C16992-SS,substation,Ajit Garhi,Uttar Pradesh,NR,26.5089,79.11627,132,IN-C16992-SS,25,36,54.6,1.001,37.6,0.3,0.0,500
IN-C16993-SS,substation,Ajit Khera,Uttar Pradesh,NR,26.20954,80.90299,132,IN-C16993-SS,25,10,40.5,1.037,36.6,0.3,0.0,500
IN-C16994-SS,substation,Ajit Purwa,Uttar Pradesh,NR,26.85654,79.57479,132,IN-C16994-SS,25,22,43.8,0.973,34.1,0.3,0.0,500
IN-C16995-SS,substation,Ajitpur,Uttar Pradesh,NR,26.24686,80.96482,132,IN-C16995-SS,25,34,50.0,0.994,34.4,0.3,0.0,500
IN-C16996-SS,substation,Ajiītpur,Uttar Pradesh,NR,25.54617,81.80516,132,IN-C16996-SS,25,20,51.8,0.994,36.8,0.3,0.0,500
IN-C16997-SS,substation,Ajma,Uttar Pradesh,NR,27.11313,81.60631,132,IN-C16997-SS,25,23,50.6,0.977,32.3,0.3,0.0,500
IN-C16998-SS,substation,Ajmalpur,Uttar Pradesh,NR,26.29431,82.85118,132,IN-C16998-SS,25,34,60.1,1.026,36.1,0.3,0.0,500
IN-C16999-SS,substation,Ajmatpur,Uttar Pradesh,NR,26.59487,79.58361,132,IN-C16999-SS,25,36,56.1,0.995,33.2,0.3,0.0,500
IN-C17000-SS,substation,Ajmerpur,Uttar Pradesh,NR,26.18958,81.96187,132,IN-C17000-SS,25,14,48.8,0.969,33.4,0.3,0.0,500
IN-C17001-SS,substation,Ajmīr,Uttar Pradesh,NR,28.43244,79.10592,132,IN-C17001-SS,25,19,40.0,1.008,34.5,0.3,0.0,500
IN-C17002-SS,substation,Ajnai,Uttar Pradesh,NR,25.83298,81.11867,132,IN-C17002-SS,25,13,38.2,0.986,35.0,0.3,0.0,500
IN-C17003-SS,substation,Ajnar,Uttar Pradesh,NR,25.19201,79.51036,132,IN-C17003-SS,25,3,48.4,1.038,35.7,0.3,0.0,500
IN-C17004-SS,substation,Ajnaura,Uttar Pradesh,NR,26.90753,78.90517,132,IN-C17004-SS,25,17,65.8,0.977,36.5,0.3,0.0,500
IN-C17005-SS,substation,Ajnauthi,Uttar Pradesh,NR,27.71446,77.53884,132,IN-C17005-SS,25,26,45.9,0.986,36.9,0.3,0.0,500
IN-C17006-SS,substation,Ajneri,Uttar Pradesh,NR,25.65345,79.17321,132,IN-C17006-SS,25,15,52.8,0.976,37.4,0.3,0.0,500
IN-C17007-SS,substation,Ajnora,Uttar Pradesh,NR,24.70995,78.68952,132,IN-C17007-SS,25,13,45.7,1.032,38.3,0.3,0.0,500
IN-C17008-SS,substation,Ajnwān,Uttar Pradesh,NR,26.62052,82.5113,132,IN-C17008-SS,25,23,56.2,0.972,37.6,0.3,0.0,500
IN-C17009-SS,substation,Ajnāi Tāra,Uttar Pradesh,NR,26.75372,81.9128,132,IN-C17009-SS,25,34,48.0,1.015,36.3,0.3,0.0,500
IN-C17010-SS,substation,Ajnāri,Uttar Pradesh,NR,25.96378,79.43905,132,IN-C17010-SS,25,1,37.7,0.995,33.9,0.3,0.0,500
IN-C17011-SS,substation,Ajnāwar,Uttar Pradesh,NR,28.31188,78.91952,132,IN-C17011-SS,25,11,54.3,0.981,36.2,0.3,0.0,500
IN-C17012-SS,substation,Ajodh,Uttar Pradesh,NR,25.97434,84.11856,132,IN-C17012-SS,25,20,46.1,0.972,38.2,0.3,0.0,500
IN-C17013-SS,substation,Ajodhgāpur,Uttar Pradesh,NR,26.33786,81.7978,132,IN-C17013-SS,25,25,43.2,0.96,36.6,0.3,0.0,500
IN-C17014-SS,substation,Ajodhia,Uttar Pradesh,NR,24.93755,82.12445,132,IN-C17014-SS,25,35,42.3,1.032,35.2,0.3,0.0,500
IN-C17015-SS,substation,Ajodhia Ahīr,Uttar Pradesh,NR,27.02717,82.46986,132,IN-C17015-SS,25,18,43.2,0.974,34.3,0.3,0.0,500
IN-C17016-SS,substation,Ajodhia Khera,Uttar Pradesh,NR,26.62538,80.90309,132,IN-C17016-SS,25,26,36.3,1.019,37.5,0.3,0.0,500
IN-C17017-SS,substation,Ajodhia Rām,Uttar Pradesh,NR,26.37271,84.16145,132,IN-C17017-SS,25,36,31.0,0.977,34.8,0.3,0.0,500
IN-C17018-SS,substation,Ajodhiapur,Uttar Pradesh,NR,28.32493,79.14332,132,IN-C17018-SS,25,6,39.3,1.029,32.8,0.3,0.0,500
IN-C17019-SS,substation,Ajodhpur,Uttar Pradesh,NR,28.23289,79.99737,132,IN-C17019-SS,25,34,52.8,1.013,31.9,0.3,0.0,500
IN-C17020-SS,substation,Ajodhya Purwa,Uttar Pradesh,NR,26.45459,81.87462,132,IN-C17020-SS,25,18,36.2,0.963,35.4,0.3,0.0,500
IN-C17021-SS,substation,Ajodhyāgāon,Uttar Pradesh,NR,27.98661,81.48408,132,IN-C17021-SS,25,18,38.6,1.019,36.5,0.3,0.0,500
IN-C17022-SS,substation,Ajodhyāpur,Uttar Pradesh,NR,25.35096,82.90914,132,IN-C17022-SS,25,9,58.6,0.985,35.7,0.3,0.0,500
IN-C17023-SS,substation,Ajpura,Uttar Pradesh,NR,26.84859,81.3656,132,IN-C17023-SS,25,13,34.3,0.976,35.9,0.3,0.0,500
IN-C17024-SS,substation,Ajrailganj,Uttar Pradesh,NR,26.51531,81.29353,132,IN-C17024-SS,25,1,32.4,1.018,32.8,0.3,0.0,500
IN-C17025-SS,substation,Ajrauli,Uttar Pradesh,NR,25.50349,81.25447,132,IN-C17025-SS,25,17,33.0,1.015,35.3,0.3,0.0,500
IN-C17026-SS,substation,Ajroi,Uttar Pradesh,NR,27.6726,78.09199,132,IN-C17026-SS,25,27,61.4,1.004,36.0,0.3,0.0,500
IN-C17027-SS,substation,Ajrāil Khera,Uttar Pradesh,NR,26.40541,81.03309,132,IN-C17027-SS,25,36,62.1,1.016,36.9,0.3,0.0,500
IN-C17028-SS,substation,Ajrāll Khera,Uttar Pradesh,NR,26.45908,81.06414,132,IN-C17028-SS,25,7,41.1,1.02,33.3,0.3,0.0,500
IN-C17029-SS,substation,Ajrāo,Uttar Pradesh,NR,27.84115,79.17526,132,IN-C17029-SS,25,12,51.4,0.981,37.0,0.3,0.0,500
IN-C17030-SS,substation,Ajrāra,Uttar Pradesh,NR,28.83819,77.8191,132,IN-C17030-SS,25,12,63.0,0.993,35.0,0.3,0.0,500
IN-C17031-SS,substation,Ajrāīl,Uttar Pradesh,NR,26.99789,83.87838,132,IN-C17031-SS,25,8,50.8,1.0,33.1,0.3,0.0,500
IN-C17032-SS,substation,Ajtūpur,Uttar Pradesh,NR,27.33084,79.78865,132,IN-C17032-SS,25,27,39.2,0.986,35.9,0.3,0.0,500
IN-C17033-SS,substation,Aju Nagli,Uttar Pradesh,NR,29.17704,78.2833,132,IN-C17033-SS,25,9,48.5,0.993,31.9,0.3,0.0,500
IN-C17034-SS,substation,Ajua Purwa,Uttar Pradesh,NR,27.43068,80.20989,132,IN-C17034-SS,25,3,65.6,1.03,35.7,0.3,0.0,500
IN-C17035-SS,substation,Ajudhi Ishri Purwa,Uttar Pradesh,NR,27.3973,81.45848,132,IN-C17035-SS,25,37,38.5,1.024,34.8,0.3,0.0,500
IN-C17036-SS,substation,Ajudhia,Uttar Pradesh,NR,27.25461,82.24515,132,IN-C17036-SS,25,34,35.2,1.039,34.9,0.3,0.0,500
IN-C17037-SS,substation,Ajudhia Chak,Uttar Pradesh,NR,26.67382,83.55819,132,IN-C17037-SS,25,26,52.6,0.964,35.3,0.3,0.0,500
IN-C17038-SS,substation,Ajudhia Dobi,Uttar Pradesh,NR,27.40602,81.2697,132,IN-C17038-SS,25,10,46.0,1.026,36.4,0.3,0.0,500
IN-C17039-SS,substation,Ajudhia Jot,Uttar Pradesh,NR,27.1568,83.22352,132,IN-C17039-SS,25,32,41.1,0.983,37.1,0.3,0.0,500
IN-C17040-SS,substation,Ajudhia Khera,Uttar Pradesh,NR,26.46147,80.86781,132,IN-C17040-SS,25,12,54.2,0.965,32.9,0.3,0.0,500
IN-C17041-SS,substation,Ajudhia Purwa,Uttar Pradesh,NR,27.51868,81.8216,132,IN-C17041-SS,25,26,30.6,0.995,33.7,0.3,0.0,500
IN-C17042-SS,substation,Ajudhia Singh,Uttar Pradesh,NR,26.92951,81.83879,132,IN-C17042-SS,25,38,54.5,1.001,36.4,0.3,0.0,500
IN-C17043-SS,substation,Ajudhiāganj,Uttar Pradesh,NR,26.66835,81.22641,132,IN-C17043-SS,25,1,56.8,0.991,37.4,0.3,0.0,500
IN-C17044-SS,substation,Ajudhiānagar,Uttar Pradesh,NR,27.57299,78.95656,132,IN-C17044-SS,25,18,35.6,0.974,34.8,0.3,0.0,500
IN-C17045-SS,substation,Ajudhiāpurwa,Uttar Pradesh,NR,27.06835,82.09257,132,IN-C17045-SS,25,6,38.1,0.965,32.1,0.3,0.0,500
IN-C17046-SS,substation,Ajudhīpur,Uttar Pradesh,NR,27.00817,79.83631,132,IN-C17046-SS,25,32,30.9,1.002,33.1,0.3,0.0,500
IN-C17047-SS,substation,Ajuera,Uttar Pradesh,NR,25.96662,84.11044,132,IN-C17047-SS,25,27,36.7,1.022,34.7,0.3,0.0,500
IN-C17048-SS,substation,Ajuhia Shukul,Uttar Pradesh,NR,26.34074,81.70503,132,IN-C17048-SS,25,9,62.2,1.028,37.2,0.3,0.0,500
IN-C17049-SS,substation,Ajupura Jāt,Uttar Pradesh,NR,29.22371,78.21149,132,IN-C17049-SS,25,5,30.6,1.012,35.2,0.3,0.0,500
IN-C17050-SS,substation,Ajwa,Uttar Pradesh,NR,26.76838,81.33103,132,IN-C17050-SS,25,34,47.7,1.002,37.6,0.3,0.0,500
IN-C17051-SS,substation,Ajwaniān,Uttar Pradesh,NR,26.70495,83.3698,132,IN-C17051-SS,25,1,50.2,1.016,35.9,0.3,0.0,500
IN-C17052-SS,substation,Ajwāinther,Uttar Pradesh,NR,27.9893,78.55366,132,IN-C17052-SS,25,13,62.9,1.017,35.2,0.3,0.0,500
IN-C17053-SS,substation,Ajābgarh,Uttar Pradesh,NR,26.35501,81.61002,132,IN-C17053-SS,25,19,54.8,1.018,37.9,0.3,0.0,500
IN-C17054-SS,substation,Ajāhr,Uttar Pradesh,NR,27.80889,77.87937,132,IN-C17054-SS,25,37,52.3,0.976,36.7,0.3,0.0,500
IN-C17055-SS,substation,Ajāibnagar,Uttar Pradesh,NR,27.17717,83.24479,132,IN-C17055-SS,25,22,37.2,1.031,33.4,0.3,0.0,500
IN-C17056-SS,substation,Ajāibpur,Uttar Pradesh,NR,28.47211,77.59156,132,IN-C17056-SS,25,27,33.1,0.963,32.2,0.3,0.0,500
IN-C17057-SS,substation,Ajān,Uttar Pradesh,NR,24.52721,78.71859,132,IN-C17057-SS,25,12,41.7,1.02,37.0,0.3,0.0,500
IN-C17058-SS,substation,Ajānpur,Uttar Pradesh,NR,27.68304,78.55767,132,IN-C17058-SS,25,14,44.4,0.982,34.4,0.3,0.0,500
IN-C17059-SS,substation,Ajāon,Uttar Pradesh,NR,25.45889,83.08101,132,IN-C17059-SS,25,5,54.8,0.983,35.7,0.3,0.0,500
IN-C17060-SS,substation,Ajāra,Uttar Pradesh,NR,27.08167,81.59288,132,IN-C17060-SS,25,5,34.5,0.98,34.1,0.3,0.0,500
IN-C17061-SS,substation,Ajātpur,Uttar Pradesh,NR,27.65053,80.88579,132,IN-C17061-SS,25,1,42.7,1.036,34.3,0.3,0.0,500
IN-C17062-SS,substation,Ajātāpur,Uttar Pradesh,NR,27.58109,81.6577,132,IN-C17062-SS,25,31,58.7,1.03,36.2,0.3,0.0,500
IN-C17063-SS,substation,Ajāwar,Uttar Pradesh,NR,25.87103,82.77151,132,IN-C17063-SS,25,22,47.7,0.971,37.5,0.3,0.0,500
IN-C17064-SS,substation,Ajībsingh Ka Nagla,Uttar Pradesh,NR,27.54903,77.50118,132,IN-C17064-SS,25,8,41.9,0.99,34.2,0.3,0.0,500
IN-C17065-SS,substation,Ajīpura,Uttar Pradesh,NR,29.55246,78.42197,132,IN-C17065-SS,25,34,35.4,0.973,33.7,0.3,0.0,500
IN-C17066-SS,substation,Ajīt Khera,Uttar Pradesh,NR,26.54449,81.19959,132,IN-C17066-SS,25,7,30.3,0.978,35.1,0.3,0.0,500
IN-C17067-SS,substation,Ajīt Nagla,Uttar Pradesh,NR,27.76748,79.42653,132,IN-C17067-SS,25,13,56.0,0.975,31.9,0.3,0.0,500
IN-C17068-SS,substation,Ajīt ka Adda,Uttar Pradesh,NR,26.79056,79.02818,132,IN-C17068-SS,25,12,57.0,0.974,34.6,0.3,0.0,500
IN-C17069-SS,substation,Ajītganj,Uttar Pradesh,NR,27.19712,79.09714,132,IN-C17069-SS,25,11,47.1,1.02,32.6,0.3,0.0,500
IN-C17070-SS,substation,Ajītnagar,Uttar Pradesh,NR,27.84083,78.92115,132,IN-C17070-SS,25,7,30.0,1.029,36.1,0.3,0.0,500
IN-C17071-SS,substation,Ajītpur,Uttar Pradesh,NR,28.76861,79.01576,132,IN-C17071-SS,25,31,33.5,1.0,31.0,0.3,0.0,500
IN-C17072-SS,substation,Ajītpur Dāsi,Uttar Pradesh,NR,29.24773,78.50674,132,IN-C17072-SS,25,2,65.0,1.009,34.5,0.3,0.0,500
IN-C17073-SS,substation,Ajītpur Āsna,Uttar Pradesh,NR,27.83479,78.04314,132,IN-C17073-SS,25,15,55.6,1.005,35.9,0.3,0.0,500
IN-C17074-SS,substation,Ajītpāra,Uttar Pradesh,NR,25.42217,80.52153,132,IN-C17074-SS,25,2,34.8,1.002,36.5,0.3,0.0,500
IN-C17075-SS,substation,Ajītāpur,Uttar Pradesh,NR,26.31123,79.33179,132,IN-C17075-SS,25,32,46.7,1.008,38.5,0.3,0.0,500
IN-C17076-SS,substation,Ajūdhia Purwa,Uttar Pradesh,NR,27.15041,81.86617,132,IN-C17076-SS,25,26,46.9,1.022,36.2,0.3,0.0,500
IN-C17077-SS,substation,Ajūpura,Uttar Pradesh,NR,29.07784,78.33555,132,IN-C17077-SS,25,28,64.0,1.0,34.3,0.3,0.0,500
IN-C17078-SS,substation,Aka Khēra,Uttar Pradesh,NR,27.75305,79.64383,132,IN-C17078-SS,25,24,62.0,0.999,33.5,0.3,0.0,500
IN-C17079-SS,substation,Akabarpur Khās,Uttar Pradesh,NR,28.63062,78.87791,132,IN-C17079-SS,25,13,43.9,1.017,31.8,0.3,0.0,500
IN-C17080-SS,substation,Akaitha,Uttar Pradesh,NR,25.70721,83.61531,132,IN-C17080-SS,25,12,40.7,1.005,35.1,0.3,0.0,500
IN-C17081-SS,substation,Akal Purwa,Uttar Pradesh,NR,26.99745,82.81332,132,IN-C17081-SS,25,8,33.4,1.026,37.2,0.3,0.0,500
IN-C17082-SS,substation,Akalpur Dāmodarpur,Uttar Pradesh,NR,27.13755,78.44054,132,IN-C17082-SS,25,31,53.4,0.964,35.9,0.3,0.0,500
IN-C17083-SS,substation,Akalpura,Uttar Pradesh,NR,29.24633,77.61001,132,IN-C17083-SS,25,16,50.7,0.988,35.4,0.3,0.0,500
IN-C17084-SS,substation,Akalsia,Uttar Pradesh,NR,30.1354,77.61884,132,IN-C17084-SS,25,33,37.1,0.974,32.9,0.3,0.0,500
IN-C17085-SS,substation,Akamba,Uttar Pradesh,NR,27.27515,81.27118,132,IN-C17085-SS,25,37,65.0,0.976,34.4,0.3,0.0,500
IN-C17086-SS,substation,Akanpur,Uttar Pradesh,NR,26.80415,81.27096,132,IN-C17086-SS,25,37,63.8,1.036,33.2,0.3,0.0,500
IN-C17087-SS,substation,Akanta Khera,Uttar Pradesh,NR,26.62292,81.07116,132,IN-C17087-SS,25,5,36.5,0.972,33.6,0.3,0.0,500
IN-C17088-SS,substation,Akaria,Uttar Pradesh,NR,27.02815,79.79007,132,IN-C17088-SS,25,17,34.3,0.984,36.6,0.3,0.0,500
IN-C17089-SS,substation,Akarra Rasūlpur,Uttar Pradesh,NR,27.84289,79.88091,132,IN-C17089-SS,25,29,44.6,0.973,36.7,0.3,0.0,500
IN-C17090-SS,substation,Akarāhdu,Uttar Pradesh,NR,26.65915,81.13307,132,IN-C17090-SS,25,20,37.1,1.02,38.2,0.3,0.0,500
IN-C17091-SS,substation,Akat Saidpur,Uttar Pradesh,NR,28.06619,79.49698,132,IN-C17091-SS,25,26,64.8,0.979,36.5,0.3,0.0,500
IN-C17092-SS,substation,Akauna,Uttar Pradesh,NR,25.59708,79.65142,132,IN-C17092-SS,25,32,46.4,0.965,38.6,0.3,0.0,500
IN-C17093-SS,substation,Akaundha,Uttar Pradesh,NR,29.09688,78.24456,132,IN-C17093-SS,25,14,54.5,1.035,31.7,0.3,0.0,500
IN-C17094-SS,substation,Akaura,Uttar Pradesh,NR,25.69867,81.06815,132,IN-C17094-SS,25,24,57.3,0.966,37.0,0.3,0.0,500
IN-C17095-SS,substation,Akbai,Uttar Pradesh,NR,25.50477,80.20255,132,IN-C17095-SS,25,6,45.3,0.994,39.0,0.3,0.0,500
IN-C17096-SS,substation,Akbar Khera,Uttar Pradesh,NR,26.36507,80.95522,132,IN-C17096-SS,25,25,47.7,1.038,34.0,0.3,0.0,500
IN-C17097-SS,substation,Akbar Shāhpur,Uttar Pradesh,NR,25.08103,82.09769,132,IN-C17097-SS,25,23,62.5,1.04,34.6,0.3,0.0,500
IN-C17098-SS,substation,Akbar Sultānpur,Uttar Pradesh,NR,25.63082,81.79165,132,IN-C17098-SS,25,10,55.0,1.007,34.0,0.3,0.0,500
IN-C17099-SS,substation,Akbara,Uttar Pradesh,NR,27.25181,77.90234,132,IN-C17099-SS,25,32,32.3,1.031,34.2,0.3,0.0,500
IN-C17100-SS,substation,Akbarbās,Uttar Pradesh,NR,28.22781,78.09456,132,IN-C17100-SS,25,15,51.7,1.028,36.7,0.3,0.0,500
IN-C17101-SS,substation,Akbarganj,Uttar Pradesh,NR,26.85204,81.32005,132,IN-C17101-SS,25,19,51.5,1.03,34.1,0.3,0.0,500
IN-C17102-SS,substation,Akbargarh,Uttar Pradesh,NR,29.56431,77.54119,132,IN-C17102-SS,25,14,58.5,1.025,30.4,0.3,0.0,500
IN-C17103-SS,substation,Akbari,Uttar Pradesh,NR,28.12796,79.69685,132,IN-C17103-SS,25,2,47.5,1.031,31.3,0.3,0.0,500
IN-C17104-SS,substation,Akbaria,Uttar Pradesh,NR,25.2798,81.058,132,IN-C17104-SS,25,36,62.2,1.012,36.2,0.3,0.0,500
IN-C17105-SS,substation,Akbarnagar,Uttar Pradesh,NR,26.27003,79.91209,132,IN-C17105-SS,25,17,65.5,1.003,38.7,0.3,0.0,500
IN-C17106-SS,substation,Akbarnagar Palia,Uttar Pradesh,NR,27.75396,78.973,132,IN-C17106-SS,25,20,56.9,0.993,31.5,0.3,0.0,500
IN-C17107-SS,substation,Akbarnagar Pulia,Uttar Pradesh,NR,27.74505,78.9732,132,IN-C17107-SS,25,6,59.1,0.973,35.7,0.3,0.0,500
IN-C17108-SS,substation,Akbarpatti,Uttar Pradesh,NR,25.22412,82.55294,132,IN-C17108-SS,25,22,44.6,0.997,33.6,0.3,0.0,500
IN-C17109-SS,substation,Akbarpur Aunchha,Uttar Pradesh,NR,27.32071,78.8203,132,IN-C17109-SS,25,17,46.9,0.973,35.8,0.3,0.0,500
IN-C17110-SS,substation,Akbarpur Buklāna,Uttar Pradesh,NR,28.80509,77.9673,132,IN-C17110-SS,25,25,62.7,0.981,35.6,0.3,0.0,500
IN-C17111-SS,substation,Akbarpur Buzurg,Uttar Pradesh,NR,27.39989,81.47988,132,IN-C17111-SS,25,27,37.9,1.02,34.0,0.3,0.0,500
IN-C17112-SS,substation,Akbarpur Chaugānwān,Uttar Pradesh,NR,29.62533,78.36033,132,IN-C17112-SS,25,31,50.8,0.972,33.5,0.3,0.0,500
IN-C17113-SS,substation,Akbarpur Chorain,Uttar Pradesh,NR,25.94583,81.14727,132,IN-C17113-SS,25,23,36.6,0.985,34.0,0.3,0.0,500
IN-C17114-SS,substation,Akbarpur Devmal,Uttar Pradesh,NR,29.33457,78.3214,132,IN-C17114-SS,25,30,48.3,1.039,30.6,0.3,0.0,500
IN-C17115-SS,substation,Akbarpur Dānda,Uttar Pradesh,NR,26.56973,79.42613,132,IN-C17115-SS,25,10,41.3,0.96,36.9,0.3,0.0,500
IN-C17116-SS,substation,Akbarpur Gadhi,Uttar Pradesh,NR,29.06396,77.9905,132,IN-C17116-SS,25,8,31.6,1.011,31.1,0.3,0.0,500
IN-C17117-SS,substation,Akbarpur Gahra,Uttar Pradesh,NR,28.71709,78.5266,132,IN-C17117-SS,25,17,32.9,0.978,31.4,0.3,0.0,500
IN-C17118-SS,substation,Akbarpur Gītam Singh,Uttar Pradesh,NR,27.24794,78.50304,132,IN-C17118-SS,25,33,60.5,0.987,36.0,0.3,0.0,500
IN-C17119-SS,substation,Akbarpur Ichābād,Uttar Pradesh,NR,29.06224,77.9857,132,IN-C17119-SS,25,10,40.9,1.001,30.5,0.3,0.0,500
IN-C17120-SS,substation,Akbarpur Jhāla,Uttar Pradesh,NR,27.44065,78.93067,132,IN-C17120-SS,25,26,52.5,0.998,35.5,0.3,0.0,500
IN-C17121-SS,substation,Akbarpur Jhūjha,Uttar Pradesh,NR,29.09796,78.25519,132,IN-C17121-SS,25,7,51.4,1.017,32.6,0.3,0.0,500
IN-C17122-SS,substation,Akbarpur Kachhwa,Uttar Pradesh,NR,26.20876,81.22629,132,IN-C17122-SS,25,29,64.4,1.036,37.0,0.3,0.0,500
IN-C17123-SS,substation,Akbarpur Karīmmudīn,Uttar Pradesh,NR,28.99548,78.79405,132,IN-C17123-SS,25,3,40.0,0.979,34.0,0.3,0.0,500
IN-C17124-SS,substation,Akbarpur Keshoraī,Uttar Pradesh,NR,27.37502,79.19855,132,IN-C17124-SS,25,14,62.7,1.025,36.5,0.3,0.0,500
IN-C17125-SS,substation,Akbarpur Khurd,Uttar Pradesh,NR,27.19945,81.53934,132,IN-C17125-SS,25,28,47.9,0.992,33.9,0.3,0.0,500
IN-C17126-SS,substation,Akbarpur Lālsahaī,Uttar Pradesh,NR,27.37655,79.19879,132,IN-C17126-SS,25,6,58.6,0.997,35.2,0.3,0.0,500
IN-C17127-SS,substation,Akbarpur Mastpur,Uttar Pradesh,NR,27.27854,78.55909,132,IN-C17127-SS,25,33,50.8,0.985,33.9,0.3,0.0,500
IN-C17128-SS,substation,Akbarpur Pasnāmau,Uttar Pradesh,NR,27.20528,80.08479,132,IN-C17128-SS,25,19,62.4,1.024,36.1,0.3,0.0,500
IN-C17129-SS,substation,Akbarpur Patti,Uttar Pradesh,NR,28.93431,78.46294,132,IN-C17129-SS,25,10,56.0,0.978,35.4,0.3,0.0,500
IN-C17130-SS,substation,Akbarpur Phārsi,Uttar Pradesh,NR,26.42542,81.40485,132,IN-C17130-SS,25,20,32.7,1.027,38.4,0.3,0.0,500
IN-C17131-SS,substation,Akbarpur Qutbpur,Uttar Pradesh,NR,27.22356,78.6351,132,IN-C17131-SS,25,18,46.1,1.005,36.7,0.3,0.0,500
IN-C17132-SS,substation,Akbarpur Rena,Uttar Pradesh,NR,28.5551,77.88162,132,IN-C17132-SS,25,37,43.0,0.991,33.3,0.3,0.0,500
IN-C17133-SS,substation,Akbarpur Sakiniān,Uttar Pradesh,NR,28.91756,78.58347,132,IN-C17133-SS,25,14,47.2,0.966,32.0,0.3,0.0,500
IN-C17134-SS,substation,Akbarpur Salāhpur,Uttar Pradesh,NR,25.46637,81.68668,132,IN-C17134-SS,25,7,33.3,0.97,38.4,0.3,0.0,500
IN-C17135-SS,substation,Akbarpur Sarai,Uttar Pradesh,NR,27.06043,78.7494,132,IN-C17135-SS,25,4,43.7,1.035,34.0,0.3,0.0,500
IN-C17136-SS,substation,Akbarpur Sarāi Ghāg,Uttar Pradesh,NR,27.03801,79.9176,132,IN-C17136-SS,25,3,52.8,0.998,37.5,0.3,0.0,500
IN-C17137-SS,substation,Akbarpur Sihāli,Uttar Pradesh,NR,28.99887,78.57971,132,IN-C17137-SS,25,27,56.4,0.995,34.5,0.3,0.0,500
IN-C17138-SS,substation,Akbarpur Sunehti,Uttar Pradesh,NR,29.48213,77.15512,132,IN-C17138-SS,25,28,48.4,1.01,31.1,0.3,0.0,500
IN-C17139-SS,substation,Akbarpur Sādāt,Uttar Pradesh,NR,29.19112,77.92758,132,IN-C17139-SS,25,23,41.6,1.029,30.1,0.3,0.0,500
IN-C17140-SS,substation,Akbarpur Sāntha,Uttar Pradesh,NR,27.45679,78.36467,132,IN-C17140-SS,25,21,63.7,1.037,33.1,0.3,0.0,500
IN-C17141-SS,substation,Akbarpur Thaska,Uttar Pradesh,NR,29.08896,77.17305,132,IN-C17141-SS,25,13,30.3,0.975,32.9,0.3,0.0,500
IN-C17142-SS,substation,Akbarpur Tigri,Uttar Pradesh,NR,29.18561,78.24646,132,IN-C17142-SS,25,2,46.1,1.028,31.4,0.3,0.0,500
IN-C17143-SS,substation,Akbarpurkot,Uttar Pradesh,NR,27.46224,79.14205,132,IN-C17143-SS,25,36,57.1,1.009,33.5,0.3,0.0,500
IN-C17144-SS,substation,Akbarābād,Uttar Pradesh,NR,27.97457,79.67773,132,IN-C17144-SS,25,13,44.5,1.016,36.3,0.3,0.0,500
IN-C17145-SS,substation,Akbarābād Kūj,Uttar Pradesh,NR,28.42553,77.96545,132,IN-C17145-SS,25,14,40.8,1.013,34.5,0.3,0.0,500
IN-C17146-SS,substation,Akbelpur,Uttar Pradesh,NR,25.93241,83.20713,132,IN-C17146-SS,25,27,35.0,0.978,33.2,0.3,0.0,500
IN-C17147-SS,substation,Akbālpur,Uttar Pradesh,NR,25.94442,83.692,132,IN-C17147-SS,25,13,54.6,1.033,36.8,0.3,0.0,500
IN-C17148-SS,substation,Akbāpur,Uttar Pradesh,NR,27.76832,80.94292,132,IN-C17148-SS,25,26,63.0,0.999,36.9,0.3,0.0,500
IN-C17149-SS,substation,Akbārpur,Uttar Pradesh,NR,27.12831,81.048,132,IN-C17149-SS,25,23,34.7,1.039,32.8,0.3,0.0,500
IN-C17150-SS,substation,Akchhor,Uttar Pradesh,NR,24.67375,83.11452,132,IN-C17150-SS,25,27,60.7,0.968,39.2,0.3,0.0,500
IN-C17151-SS,substation,Akchiniān,Uttar Pradesh,NR,26.09714,81.27594,132,IN-C17151-SS,25,6,32.8,0.971,35.4,0.3,0.0,500
IN-C17152-SS,substation,Akela,Uttar Pradesh,NR,25.56396,83.47575,132,IN-C17152-SS,25,17,48.5,1.016,39.2,0.3,0.0,500
IN-C17153-SS,substation,Akela Kuberpur,Uttar Pradesh,NR,26.68621,82.79566,132,IN-C17153-SS,25,21,58.3,0.999,37.6,0.3,0.0,500
IN-C17154-SS,substation,Akela Purwa,Uttar Pradesh,NR,27.68325,80.19651,132,IN-C17154-SS,25,27,35.6,0.981,35.6,0.3,0.0,500
IN-C17155-SS,substation,Akelawa,Uttar Pradesh,NR,25.2613,81.87532,132,IN-C17155-SS,25,16,54.7,0.98,37.7,0.3,0.0,500
