scenario_id,scenario_type,initiating_node,initiating_city,initiating_state,cascade_risk_pct,stress_multiplier,load_multiplier,weather_factor,population_affected,assessment_timestamp,frequency_hz,power_factor,ambient_temp_c,rainfall_mm_hr,wind_kph,lightning_risk,humidity_pct,breaker_state,protection_event,fault_type,restoration_action
IND-S04439,high_demand,IN-C12708-SS,Kammivapettai,Tamil Nadu,9.01,2.024,1.5288,1.0883,199662,2026-08-23 03:30:00+00:00,49.9,0.965,37.2,1.77,21.2,0.156,53.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S04440,high_demand,IN-C01120-GEN02,Silchar,Assam,8.66,1.5258,1.442,1.0851,0,2026-08-17 09:50:00+00:00,49.949,0.968,35.3,1.74,16.8,0.336,59.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S04441,normal_operation,IN-C03058-GEN01,Delhi,Delhi,0.0,1.0422,0.9756,0.9994,0,2026-08-08 00:35:00+00:00,49.995,0.986,31.5,1.0,16.7,0.331,51.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S04442,normal_operation,IN-C09293-FD011,Sholapur,Maharashtra,0.0,1.1739,0.9378,0.986,0,2026-08-31 23:05:00+00:00,49.975,0.98,35.2,0.0,26.1,0.387,64.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S04443,high_demand,IN-C15556-GEN11,Gorakhpur,Uttar Pradesh,0.11,1.6739,1.2969,1.0653,0,2026-08-04 06:15:00+00:00,49.906,0.96,40.3,1.29,20.7,0.338,66.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04444,transformer_overload,IN-C15584-FD011,Budaun,Uttar Pradesh,0.0,4.8511,1.0441,1.0697,0,2026-08-18 07:55:00+00:00,49.65,0.99,33.8,3.97,13.9,0.501,66.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04445,line_outage,IN-C04484-FD032,Srinagar,Jammu and Kashmir,0.12,2.0446,1.2695,1.0023,1206419,2026-08-29 12:10:00+00:00,49.868,0.979,36.2,0.24,12.1,0.108,73.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04446,normal_operation,IN-C02518-GEN01,Chandigarh,Chandigarh,0.0,1.1382,0.99,0.9846,0,2026-08-17 18:30:00+00:00,49.995,0.99,36.8,0.06,17.0,0.148,68.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S04447,transformer_overload,IN-MAH-HUB-GEN,Maharashtra Hub Generation,Maharashtra,0.23,4.7461,1.047,1.0365,50327,2026-08-26 14:30:00+00:00,49.65,0.962,37.7,0.96,22.6,0.378,47.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04448,high_demand,IN-AND-HUB-GEN,Andhra Pradesh Hub Generation,Andhra Pradesh,8.92,1.8356,1.5257,1.0904,0,2026-08-03 01:45:00+00:00,49.855,0.97,36.6,2.71,26.3,0.419,70.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04449,cascade_emergency,IN-C11565-SS,Udaipur,Rajasthan,32.55,8.9081,1.5899,1.1302,73918860,2026-08-14 00:35:00+00:00,49.65,0.951,33.5,3.29,20.0,0.383,69.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04450,high_demand,IN-C08291-SS,Bherāghāt,Madhya Pradesh,0.11,2.4684,1.2768,1.0868,31066,2026-08-08 19:30:00+00:00,49.856,0.961,34.5,2.11,16.2,0.34,65.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S04451,cascade_emergency,IN-C03283-GEN04,Rājkot,Gujarat,11.63,7.1639,1.5406,1.1221,31266385,2026-08-06 11:25:00+00:00,49.65,0.951,35.2,2.67,25.6,0.402,70.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04452,line_outage,IN-C09286-FD032,Pimpri-Chinchwad,Maharashtra,0.08,1.5298,1.2361,1.0371,0,2026-08-16 17:30:00+00:00,49.919,0.99,37.8,0.67,16.8,0.24,67.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04453,line_outage,IN-C09294-SS,Bhiwandi,Maharashtra,0.0,1.8865,1.0993,1.0491,0,2026-08-12 08:50:00+00:00,49.875,0.978,33.7,1.28,18.8,0.459,78.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04454,high_demand,IN-C14644-SS,Arumbarāmpattu,Tamil Nadu,0.0,2.8958,1.3076,1.0352,0,2026-08-16 17:15:00+00:00,49.782,0.977,36.2,1.89,20.8,0.084,59.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04455,line_outage,IN-C05533-GEN04,Kalaburagi,Karnataka,0.0,1.9287,1.1353,1.0114,0,2026-08-18 16:30:00+00:00,49.891,0.974,30.2,2.08,13.8,0.242,61.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04456,normal_operation,IN-C09285-GEN04,Thāne,Maharashtra,0.0,1.0542,0.8725,0.9826,0,2026-08-05 14:50:00+00:00,50.005,0.983,35.3,0.19,15.0,0.305,33.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04457,heatwave,IN-C03795-GEN06,Panipat,Haryana,8.77,2.8176,1.3947,1.15,0,2026-08-15 17:15:00+00:00,49.8,0.985,40.2,3.37,18.5,0.672,72.6,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04458,transformer_overload,IN-C11053-FD011,Patiāla,Punjab,0.0,2.2864,1.2451,1.0609,0,2026-08-30 10:10:00+00:00,49.871,0.985,35.5,1.69,20.3,0.218,63.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04459,transformer_overload,IN-C13960-SS,Ammaiyagaram,Tamil Nadu,0.0,4.2688,1.0435,1.0607,0,2026-08-13 02:45:00+00:00,49.65,0.99,32.7,1.64,28.2,0.411,59.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04460,transformer_overload,IN-C15578-FD011,Bahraigh,Uttar Pradesh,0.0,5.3179,1.0827,1.0204,0,2026-08-01 17:30:00+00:00,49.65,0.99,35.3,0.39,16.8,0.261,60.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04461,heatwave,IN-C03058-FD032,Delhi,Delhi,8.46,2.1321,1.3477,1.0847,0,2026-08-10 06:00:00+00:00,49.878,0.949,39.6,2.42,18.3,0.469,62.7,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04462,normal_operation,IN-C12343-GEN04,Madurai,Tamil Nadu,0.0,1.1045,0.9615,0.99,0,2026-08-23 19:20:00+00:00,50.004,0.972,34.3,0.34,21.2,0.336,59.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04463,high_demand,IN-C09287-GEN06,Nashik,Maharashtra,10.5,2.1207,1.5393,1.0239,12970719,2026-08-26 18:35:00+00:00,49.883,0.961,33.2,0.52,16.3,0.311,60.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S04464,cascade_emergency,IN-C03282-GEN03,Vadodara,Gujarat,9.67,8.675,1.4276,1.0704,13785756,2026-08-19 19:30:00+00:00,49.65,0.946,38.7,1.65,24.1,0.405,64.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04465,cascade_emergency,IN-C09293-GEN12,Sholapur,Maharashtra,10.97,4.591,1.437,1.1043,16303957,2026-08-05 12:10:00+00:00,49.65,0.951,30.1,2.06,17.3,0.57,63.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04466,line_outage,IN-C01054-SS,Attavalpalle,Andhra Pradesh,0.0,1.226,1.2063,1.0396,0,2026-08-01 17:35:00+00:00,50.026,0.988,30.1,1.0,13.5,0.273,56.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04467,high_demand,IN-C03280-SS,Ahmedabad,Gujarat,9.02,1.9314,1.5421,1.0526,6358193,2026-08-25 06:00:00+00:00,49.88,0.961,29.8,1.09,24.4,0.378,52.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04468,high_demand,IN-C03281-GEN02,Surat,Gujarat,11.36,2.6876,1.4883,1.0841,25224432,2026-08-06 13:30:00+00:00,49.798,0.961,33.4,4.68,19.2,0.395,71.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S04469,high_demand,IN-C05547-FD011,Bhadrāvati,Karnataka,0.0,2.8183,1.2932,1.0404,0,2026-08-31 00:50:00+00:00,49.814,0.99,35.3,3.11,17.6,0.361,62.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S04470,cascade_emergency,IN-C19730-FD022,Howrah,West Bengal,8.97,6.5381,1.4497,1.0652,5807089,2026-08-03 09:15:00+00:00,49.65,0.958,34.0,1.51,12.1,0.41,63.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S04471,line_outage,IN-C15578-FD011,Bahraigh,Uttar Pradesh,0.0,2.459,1.2922,1.0479,0,2026-08-04 19:15:00+00:00,49.847,0.974,37.1,2.24,20.5,0.279,71.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04472,normal_operation,IN-C07858-GEN02,Bhopal,Madhya Pradesh,0.0,1.0595,0.981,0.9948,0,2026-08-17 16:15:00+00:00,49.988,0.982,34.9,0.65,20.3,0.291,81.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04473,cascade_emergency,IN-C07048-GEN04,Kozhikode,Kerala,11.26,5.89,1.5277,1.1267,40236341,2026-08-25 10:45:00+00:00,49.65,0.952,35.4,2.59,14.3,0.341,52.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S04474,high_demand,IN-C02559-SS,Ratanpur,Chhattisgarh,8.69,2.2009,1.5256,1.0369,0,2026-08-10 04:55:00+00:00,49.88,0.949,35.6,2.17,18.1,0.265,68.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04475,transformer_overload,IN-C09285-GEN04,Thāne,Maharashtra,0.56,5.9005,1.093,1.0666,14742548,2026-08-06 11:45:00+00:00,49.65,0.99,35.5,1.74,19.2,0.354,56.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04476,cascade_emergency,IN-C04485-GEN02,Jammu,Jammu and Kashmir,31.24,7.863,1.5964,1.174,69726259,2026-08-07 13:00:00+00:00,49.65,0.954,31.2,4.37,24.7,0.689,69.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04477,normal_operation,IN-C04940-SS,Rājābhita,Jharkhand,0.0,1.1203,0.9272,1.008,0,2026-08-22 00:05:00+00:00,49.981,0.99,40.9,0.34,18.1,0.219,77.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04478,heatwave,IN-C03281-FD031,Surat,Gujarat,0.0,3.3106,1.1682,1.1171,0,2026-08-23 07:30:00+00:00,49.72,0.973,36.1,3.6,13.9,0.56,63.3,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04479,transformer_overload,IN-C03288-GEN09,Gandhinagar,Gujarat,0.01,5.9026,1.2737,1.065,0,2026-08-22 11:40:00+00:00,49.65,0.981,32.6,2.38,17.9,0.449,63.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04480,transformer_overload,IN-C04484-FD012,Srinagar,Jammu and Kashmir,0.13,2.9407,1.0567,1.0776,1206419,2026-08-20 22:15:00+00:00,49.765,0.989,34.4,1.89,25.4,0.193,61.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04481,heatwave,IN-C01082-SS,Tawang Town,Arunachal Pradesh,0.0,2.5876,1.1713,1.0886,0,2026-08-20 16:30:00+00:00,49.803,0.986,29.2,1.91,20.2,0.429,76.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04482,transformer_overload,IN-C15554-GEN09,Bareilly,Uttar Pradesh,0.01,4.5553,1.1954,1.0238,0,2026-08-13 01:30:00+00:00,49.65,0.963,34.9,2.39,20.2,0.344,63.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04483,high_demand,IN-C09610-SS,Chinchani,Maharashtra,8.92,2.5239,1.5101,1.0968,0,2026-08-12 08:45:00+00:00,49.834,0.955,32.0,2.61,21.5,0.414,69.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S04484,line_outage,IN-C00054-FD011,Kāvali,Andhra Pradesh,0.0,1.4979,1.0591,1.018,0,2026-08-29 13:05:00+00:00,49.954,0.961,31.2,0.55,21.0,0.248,58.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04485,cascade_emergency,IN-AND-HUB-GEN,Andhra Pradesh Hub Generation,Andhra Pradesh,8.96,4.072,1.4997,1.121,12133,2026-08-19 17:45:00+00:00,49.65,0.948,34.8,2.26,16.7,0.504,68.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S04486,cascade_emergency,IN-C09288-SS,Pimpri,Maharashtra,9.48,6.8996,1.321,1.0954,14628757,2026-08-14 02:35:00+00:00,49.65,0.976,37.0,4.23,18.3,0.423,63.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04487,cascade_emergency,IN-C11702-SS,Sāmbhar,Rajasthan,8.98,4.0149,1.55,1.0929,0,2026-08-09 14:10:00+00:00,49.685,0.942,38.2,2.23,25.5,0.292,59.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04488,cascade_emergency,IN-C01379-FD021,Darbhanga,Bihar,8.88,6.7218,1.4621,1.0872,296039,2026-08-16 23:45:00+00:00,49.65,0.955,37.2,3.0,18.7,0.28,68.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04489,heatwave,IN-C11054-GEN05,Bathinda,Punjab,12.98,2.0009,1.4385,1.2058,51193515,2026-08-09 17:00:00+00:00,49.926,0.945,36.0,7.7,24.9,0.622,68.6,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04490,cascade_emergency,IN-C09302-FD011,Malegaon,Maharashtra,10.87,5.1758,1.3521,1.1733,15250512,2026-08-25 17:30:00+00:00,49.65,0.975,33.9,5.48,28.2,0.683,42.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04491,normal_operation,IN-C09338-FD011,Kāmthi,Maharashtra,0.0,1.1357,1.0008,0.998,0,2026-08-15 16:15:00+00:00,49.976,0.99,38.1,0.14,15.7,0.285,66.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04492,heatwave,IN-C01383-GEN10,Katihar,Bihar,0.0,1.9665,1.1934,1.1276,0,2026-08-15 14:45:00+00:00,49.886,0.979,38.2,2.82,20.5,0.631,65.6,CLOSED,No protection operation,thermal derating,No restoration required
IND-S04493,line_outage,IN-C09282-FD011,Mumbai,Maharashtra,0.16,1.7672,1.1471,1.0452,0,2026-08-02 11:20:00+00:00,49.91,0.941,38.4,2.58,22.0,0.208,57.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04494,normal_operation,IN-C00034-FD011,Adoni,Andhra Pradesh,0.0,1.1213,1.0252,0.9922,0,2026-08-25 03:45:00+00:00,49.978,0.984,38.4,0.0,11.6,0.094,81.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04495,line_outage,IN-C03283-GEN04,Rājkot,Gujarat,0.0,1.3856,1.2652,1.0343,0,2026-08-24 08:20:00+00:00,49.995,0.988,37.6,2.15,20.4,0.247,72.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04496,high_demand,IN-C03281-FD031,Surat,Gujarat,8.64,2.57,1.4743,1.0531,0,2026-08-06 06:25:00+00:00,49.827,0.969,34.6,2.1,20.0,0.249,51.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04497,high_demand,IN-C09285-FD031,Thāne,Maharashtra,8.82,1.9995,1.4517,1.0398,14533324,2026-08-06 19:40:00+00:00,49.91,0.968,35.3,1.83,14.3,0.187,64.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04498,line_outage,IN-C11053-FD011,Patiāla,Punjab,0.11,2.3079,1.1845,1.0436,446246,2026-08-01 18:45:00+00:00,49.867,0.982,35.1,2.01,26.3,0.385,68.0,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04499,normal_operation,IN-C09711-SS,Kālundri,Maharashtra,0.0,1.138,0.8859,1.0161,0,2026-08-19 08:10:00+00:00,50.01,0.989,35.3,1.07,23.4,0.205,81.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S04500,line_outage,IN-C11566-GEN07,Bhilwara,Rajasthan,0.0,1.8109,1.2197,1.0351,0,2026-08-02 16:05:00+00:00,49.922,0.952,35.8,2.85,15.2,0.476,60.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04501,line_outage,IN-C11571-GEN12,Pāli,Rajasthan,0.02,1.5392,1.2307,1.0247,500,2026-08-03 01:10:00+00:00,49.949,0.967,36.1,1.78,22.3,0.319,52.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04502,cascade_emergency,IN-C19786-FD011,Dhuliān,West Bengal,8.93,7.8835,1.5112,1.1176,0,2026-08-07 18:50:00+00:00,49.65,0.962,29.4,2.19,23.6,0.702,68.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S04503,high_demand,IN-C03059-GEN02,Najafgarh,Delhi,10.45,2.3949,1.3918,1.09,14001366,2026-08-08 20:10:00+00:00,49.867,0.975,35.1,2.01,23.6,0.488,55.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S04504,transformer_overload,IN-C03280-FD021,Ahmedabad,Gujarat,0.4,4.2047,1.1381,1.0129,6357693,2026-08-08 17:30:00+00:00,49.656,0.984,33.7,0.37,21.5,0.157,58.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04505,cascade_emergency,IN-C12354-TR02,Thanjavur,Tamil Nadu,8.73,5.0478,1.3715,1.1225,291067,2026-08-06 22:30:00+00:00,49.65,0.969,36.3,3.12,25.9,0.405,53.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04506,cascade_emergency,IN-C02528-FD011,Bilāspur,Chhattisgarh,11.27,8.8628,1.4387,1.1433,14533232,2026-08-31 09:35:00+00:00,49.65,0.942,37.2,2.95,17.2,0.548,74.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S04507,transformer_overload,IN-C12375-FD011,Ambur,Tamil Nadu,0.0,2.083,1.0831,1.0442,0,2026-08-06 05:15:00+00:00,49.877,0.973,33.4,1.63,22.2,0.225,64.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04508,high_demand,IN-C07048-FD011,Kozhikode,Kerala,0.0,1.9057,1.3015,1.0392,0,2026-08-19 16:05:00+00:00,49.895,0.963,31.0,1.68,19.5,0.318,61.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04509,transformer_overload,IN-C14850-GEN07,Karīmnagar,Telangana,0.0,3.1501,1.2723,1.0196,0,2026-08-29 17:10:00+00:00,49.755,0.972,37.4,0.69,19.4,0.203,61.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04510,line_outage,IN-C03729-SS,Amliyāra,Gujarat,0.0,1.2222,1.1877,1.0203,0,2026-08-25 14:55:00+00:00,49.938,0.976,34.6,0.47,20.3,0.179,60.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04511,normal_operation,IN-C04834-FD011,Rāmgarh,Jharkhand,0.0,1.1152,1.0487,0.9857,0,2026-08-05 05:00:00+00:00,49.963,0.963,38.0,0.17,23.6,0.241,61.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04512,transformer_overload,IN-C09286-FD011,Pimpri-Chinchwad,Maharashtra,0.23,5.7786,1.0325,1.0635,1727692,2026-08-26 01:40:00+00:00,49.65,0.984,34.2,2.8,25.3,0.523,64.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04513,transformer_overload,IN-C12347-GEN08,Salem,Tamil Nadu,0.0,4.2995,1.0514,1.0229,0,2026-08-14 02:55:00+00:00,49.65,0.965,37.1,0.98,21.1,0.259,75.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04514,transformer_overload,IN-C05553-FD011,Chikmagalūr,Karnataka,0.13,4.9855,1.1981,1.0656,121484,2026-08-08 02:05:00+00:00,49.65,0.971,31.6,1.7,25.7,0.314,49.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04515,line_outage,IN-C01456-SS,Bodh Gaya,Bihar,0.0,2.2327,1.0224,1.0181,0,2026-08-07 08:45:00+00:00,49.913,0.983,32.1,3.35,22.3,0.38,60.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04516,high_demand,IN-C03064-FD011,Bhālswa Jahangirpur,Delhi,8.72,2.6359,1.469,1.0798,0,2026-08-29 17:55:00+00:00,49.814,0.977,35.8,3.04,21.0,0.409,64.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S04517,normal_operation,IN-C09292-GEN11,Aurangabad,Maharashtra,0.0,1.0482,0.9492,1.0196,0,2026-08-10 18:55:00+00:00,50.021,0.989,33.2,1.21,17.1,0.259,67.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S04518,normal_operation,IN-C10430-GEN07,Puri,Odisha,0.0,1.033,0.952,1.0008,0,2026-08-26 19:20:00+00:00,49.993,0.99,30.9,0.49,18.3,0.182,63.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04519,line_outage,IN-C11748-SS,Naraina,Rajasthan,0.0,2.4665,1.2416,1.0575,0,2026-08-26 15:20:00+00:00,49.826,0.982,33.8,2.39,23.0,0.446,69.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04520,transformer_overload,IN-C00065-FD011,Palāsa,Andhra Pradesh,0.0,3.7449,1.0739,1.061,0,2026-08-09 05:35:00+00:00,49.702,0.978,32.8,1.72,14.1,0.149,64.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04521,normal_operation,IN-C09288-GEN07,Pimpri,Maharashtra,0.0,1.0579,0.8913,1.015,0,2026-08-06 14:30:00+00:00,49.975,0.975,41.5,0.81,19.8,0.504,61.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04522,line_outage,IN-C05569-FD011,Channapatna,Karnataka,0.21,2.17,1.256,1.0265,169609,2026-08-12 00:25:00+00:00,49.898,0.972,38.2,0.88,13.9,0.142,54.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04523,normal_operation,IN-C03114-SS,Kādīpur,Delhi,0.0,1.1886,1.0393,1.0003,0,2026-08-27 23:45:00+00:00,49.976,0.981,28.0,0.84,11.7,0.064,60.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S04524,high_demand,IN-C15551-SS,Varanasi,Uttar Pradesh,8.72,2.3362,1.4501,1.0974,0,2026-08-09 21:40:00+00:00,49.854,0.955,35.9,3.06,20.3,0.225,55.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S04525,transformer_overload,IN-C12414-FD011,Puliyankudi,Tamil Nadu,0.0,4.8133,1.0558,1.0242,0,2026-08-27 14:25:00+00:00,49.65,0.977,37.4,0.8,19.0,0.369,44.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04526,high_demand,IN-C09289-FD022,Kalyān,Maharashtra,8.92,2.8402,1.5011,1.059,3309103,2026-08-27 06:30:00+00:00,49.789,0.955,41.9,1.43,16.0,0.33,61.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04527,high_demand,IN-C01379-GEN06,Darbhanga,Bihar,8.56,2.1384,1.382,1.0918,0,2026-08-22 21:40:00+00:00,49.876,0.963,39.6,3.51,21.4,0.541,64.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04528,cascade_emergency,IN-C01120-FD011,Silchar,Assam,8.85,8.2258,1.4835,1.0521,178865,2026-08-14 19:30:00+00:00,49.65,0.956,43.1,3.57,17.0,0.294,51.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04529,high_demand,IN-MAH-HUB-GEN,Maharashtra Hub Generation,Maharashtra,9.22,2.3848,1.3942,1.0586,11630717,2026-08-31 03:55:00+00:00,49.869,0.956,37.5,1.41,20.9,0.321,56.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S04530,line_outage,IN-C03288-FD021,Gandhinagar,Gujarat,0.09,1.7456,1.2199,1.0285,292797,2026-08-22 05:40:00+00:00,49.94,0.943,38.0,0.74,16.3,0.497,57.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04531,high_demand,IN-C11656-SS,Tārānagar,Rajasthan,8.63,2.5182,1.4719,1.048,0,2026-08-27 18:00:00+00:00,49.802,0.946,34.6,1.0,11.9,0.265,55.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S04532,line_outage,IN-C07946-SS,Malajkhand,Madhya Pradesh,0.0,1.8178,1.1223,1.0016,0,2026-08-10 03:00:00+00:00,49.904,0.977,35.5,1.07,23.8,0.207,70.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S04533,transformer_overload,IN-C11051-FD011,Amritsar,Punjab,0.15,4.0721,1.217,1.0391,1159227,2026-08-21 06:35:00+00:00,49.686,0.987,35.9,2.25,15.8,0.226,50.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04534,cascade_emergency,IN-C01376-FD011,Bhāgalpur,Bihar,9.07,7.0659,1.4115,1.0899,1031601,2026-08-09 05:20:00+00:00,49.65,0.958,37.3,1.97,15.9,0.554,71.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04535,transformer_overload,IN-C15555-GEN10,Morādābād,Uttar Pradesh,0.0,3.1093,1.1235,1.0036,0,2026-08-09 21:55:00+00:00,49.769,0.987,32.8,0.08,15.0,0.112,46.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04536,transformer_overload,IN-C07862-GEN06,Punāsa,Madhya Pradesh,0.0,5.6776,1.0758,1.0508,0,2026-08-28 12:40:00+00:00,49.65,0.962,36.6,2.05,14.8,0.382,66.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04537,transformer_overload,IN-C11050-FD022,Ludhiana,Punjab,0.0,3.1566,1.2045,1.0616,0,2026-08-30 06:50:00+00:00,49.763,0.976,36.7,2.27,19.0,0.372,75.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04538,cascade_emergency,IN-C03790-GEN01,Faridabad,Haryana,8.65,4.645,1.3146,1.1436,1414050,2026-08-02 03:15:00+00:00,49.65,0.952,34.0,3.13,17.9,0.578,74.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S04539,high_demand,IN-C07862-GEN06,Punāsa,Madhya Pradesh,8.4,2.1389,1.3151,1.0911,0,2026-08-10 11:10:00+00:00,49.861,0.962,39.5,2.0,26.1,0.546,69.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S04540,high_demand,IN-C03280-SS,Ahmedabad,Gujarat,9.5,1.5067,1.4788,1.0213,18318228,2026-08-17 01:00:00+00:00,49.939,0.961,32.3,1.02,14.3,0.351,60.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S04541,high_demand,IN-C15556-GEN11,Gorakhpur,Uttar Pradesh,10.13,2.6578,1.5183,1.0795,21509658,2026-08-21 14:00:00+00:00,49.785,0.966,29.0,2.12,23.0,0.391,69.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S04542,transformer_overload,IN-C12343-FD031,Madurai,Tamil Nadu,0.0,4.3692,1.1364,1.0447,0,2026-08-04 02:00:00+00:00,49.65,0.987,35.4,0.89,23.7,0.279,59.6,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04543,transformer_overload,IN-C07857-FD032,Indore,Madhya Pradesh,0.0,2.4968,1.1229,1.0374,0,2026-08-04 01:25:00+00:00,49.863,0.99,34.0,1.31,14.8,0.378,64.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S04544,high_demand,IN-C15547-GEN02,Lucknow,Uttar Pradesh,0.28,2.9519,1.2647,1.0678,2556657,2026-08-22 02:55:00+00:00,49.798,0.973,37.3,2.84,24.4,0.287,58.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S04545,transformer_overload,IN-C16882-SS,Aincholi,Uttar Pradesh,0.04,3.9763,1.0234,1.0172,1000,2026-08-07 22:55:00+00:00,49.693,0.987,36.1,0.98,18.7,0.156,65.2,CLOSED,87T differential alarm,thermal overload,No restoration required
