scenario_id,scenario_type,grid_id,initiating_node,initiating_type,initiating_city,initiating_state,stress_multiplier,load_multiplier,weather_factor,n_line_outages,subgraph_nodes,n_steps,cascade_size,cascade_risk_pct,unserved_energy_frac,population_affected,powerflow_failures,n_failed_in_subgraph,cascade_path,cascade_path_steps,split
IND-S03617,normal_operation,india_national_20k,IN-C09299-FD011,feeder,Nanded,Maharashtra,1.0746,0.9857,1.0046,0,7,1,0,0.0,0.0,0,0,0,,,train
IND-S03618,transformer_overload,india_national_20k,IN-C11568-GEN09,generator,Bharatpur,Rajasthan,2.7496,1.0018,1.0776,0,29,1,0,0.0,0.0,0,0,0,,,train
IND-S03619,normal_operation,india_national_20k,IN-C05541-GEN12,generator,Rāichūr,Karnataka,1.1275,0.9241,0.9952,0,45,1,0,0.0,0.0,0,0,0,,,test
IND-S03620,heatwave,india_national_20k,IN-C11055-SS,substation,Pathānkot,Punjab,2.5368,1.4159,1.0951,0,79,1,0,8.64,0.0,0,0,0,,,train
IND-S03621,transformer_overload,india_national_20k,IN-C00018-GEN02,generator,Vijayawada,Andhra Pradesh,5.9161,1.2202,1.0173,0,45,2,2,0.12,0.002,1143232,0,2,IN-AND-HUB|IN-C00018-SS,0|0,test
IND-S03622,line_outage,india_national_20k,IN-C03821-SS,substation,Hodal,Haryana,2.0903,1.1051,1.0552,2,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03623,cascade_emergency,india_national_20k,IN-C15559-FD011,feeder,Modīnagar,Uttar Pradesh,5.4659,1.4449,1.1649,2,7,5,71,10.72,0.01487,26136939,0,4,IN-NR-HUB|IN-WR-HUB|IN-NER-HUB|IN-C15559-SS|IN-C15559-TR01|IN-C15559-FD011|IN-UTT-HUB|IN-C01444-SS|IN-C01445-SS|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S03624,high_demand,india_national_20k,IN-C15552-GEN07,generator,Prayagraj,Uttar Pradesh,2.2758,1.3045,1.0578,1,119,3,5,0.34,0.00104,1158084,0,3,IN-C15552-SS|IN-UTT-HUB|IN-C19438-SS|IN-C19462-SS|IN-C19475-SS,0|0|1|1|1,train
IND-S03625,heatwave,india_national_20k,IN-C09288-FD022,feeder,Pimpri,Maharashtra,2.1265,1.3499,1.143,0,10,6,66,10.18,0.01082,23065086,0,4,IN-C09288-SS|IN-C09288-TR02|IN-C09288-FD022|IN-WR-HUB|IN-ER-HUB|IN-NER-HUB|IN-MAH-HUB|IN-C09291-SS|IN-C09292-SS|IN-C09293-SS|IN-C10290-SS|IN-C10346-SS,0|0|0|1|2|2|2|2|2|2|3|3,train
IND-S03626,line_outage,india_national_20k,IN-C12340-FD031,feeder,Chennai,Tamil Nadu,1.9216,1.0233,1.0282,4,10,2,4,0.19,0.0032,86195,0,3,IN-TAM-HUB|IN-C12392-SS|IN-C12340-TR03|IN-C12340-FD031,0|0|0|0,train
IND-S03627,line_outage,india_national_20k,IN-C19731-FD011,feeder,Durgapur,West Bengal,1.57,1.2713,1.0091,1,8,3,3,0.07,0.00012,148025,0,1,IN-C19963-SS|IN-C19766-SS|IN-C19864-SS,0|1|1,val
IND-S03628,normal_operation,india_national_20k,IN-C09283-GEN02,generator,Pune,Maharashtra,1.0478,1.0258,1.007,0,42,1,0,0.0,0.0,0,0,0,,,train
IND-S03629,high_demand,india_national_20k,IN-C11568-GEN09,generator,Bharatpur,Rajasthan,2.5184,1.4741,1.0736,0,29,1,0,8.73,0.0,0,0,0,,,train
IND-S03630,high_demand,india_national_20k,IN-C07161-SS,substation,Pāppinisshēri,Kerala,2.2003,1.3821,1.0466,1,8,2,2,8.47,0.00011,31622,0,2,IN-C07190-SS|IN-C07784-SS,0|0,train
IND-S03631,line_outage,india_national_20k,IN-C02528-FD021,feeder,Bilāspur,Chhattisgarh,2.2797,1.2269,1.0203,2,8,2,3,0.1,0.0012,365579,0,3,IN-C02528-SS|IN-C02528-TR02|IN-C02528-FD021,0|0|0,train
IND-S03632,cascade_emergency,india_national_20k,IN-C00038-FD011,feeder,Chittoor,Andhra Pradesh,5.8561,1.4372,1.1434,5,6,3,8,9.07,0.00241,327159,0,4,IN-AND-HUB|IN-C00038-SS|IN-C00038-TR01|IN-C00038-FD011|IN-C00037-SS|IN-C00715-SS|IN-C00747-SS|IN-C00866-SS,0|0|0|0|1|1|1|1,test
IND-S03633,cascade_emergency,india_national_20k,IN-C14880-FD011,feeder,Kodār,Telangana,5.6896,1.5441,1.0653,3,5,2,2,8.88,9e-05,151652,0,0,IN-C11576-SS|IN-C12319-SS,0|0,train
IND-S03634,line_outage,india_national_20k,IN-C19847-SS,substation,Bagulā,West Bengal,1.6704,1.0711,1.0047,2,11,1,0,0.0,0.0,0,0,0,,,val
IND-S03635,transformer_overload,india_national_20k,IN-C01393-SS,substation,Bettiah,Bihar,5.2523,1.0986,1.0464,1,141,3,15,0.34,0.00127,763664,0,6,IN-BIH-HUB|IN-C01393-SS|IN-C01377-SS|IN-C01444-SS|IN-C01445-SS|IN-C01481-SS|IN-C01485-SS|IN-C01486-SS|IN-C01495-SS|IN-C01499-SS|IN-C01521-SS|IN-C01530-SS,0|0|1|1|1|1|1|1|1|1|1|1,val
IND-S03636,line_outage,india_national_20k,IN-C11562-SS,substation,Kota,Rajasthan,1.7848,1.1012,1.0187,2,125,1,0,0.0,0.0,0,0,0,,,train
IND-S03637,line_outage,india_national_20k,IN-C03070-FD011,feeder,Mandoli,Delhi,1.4905,1.0494,1.0481,1,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03638,high_demand,india_national_20k,IN-C10425-FD011,feeder,Bhubaneswar,Odisha,2.0946,1.3395,1.0506,0,8,2,3,8.49,0.00271,885363,0,3,IN-C10425-SS|IN-C10425-TR01|IN-C10425-FD011,0|0|0,train
IND-S03639,high_demand,india_national_20k,IN-C07413-SS,substation,Chammanād,Kerala,1.7049,1.5241,1.0786,0,4,1,0,8.85,0.0,0,0,0,,,train
IND-S03640,cascade_emergency,india_national_20k,IN-C03280-FD021,feeder,Ahmedabad,Gujarat,4.4887,1.352,1.1713,1,10,1,0,8.7,0.0,0,0,0,,,train
IND-S03641,transformer_overload,india_national_20k,IN-TAM-HUB-GEN,generator,Tamil Nadu Hub Generation,Tamil Nadu,4.5722,1.1555,1.0292,1,260,1,0,0.0,0.0,0,0,0,,,train
IND-S03642,heatwave,india_national_20k,IN-C08069-SS,substation,Bābai,Madhya Pradesh,2.57,1.1655,1.1886,0,6,1,0,0.0,0.0,0,0,0,,,train
IND-S03643,high_demand,india_national_20k,IN-C09282-GEN01,generator,Mumbai,Maharashtra,2.2445,1.3511,1.0474,0,41,5,41,9.48,0.01121,32145182,0,7,IN-WR-HUB|IN-MAH-HUB|IN-C09282-SS|IN-C09285-SS|IN-C09328-SS|IN-C09548-SS|IN-C10093-SS|IN-ER-HUB|IN-NER-HUB|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS,0|0|0|0|0|0|0|1|1|2|2|2,train
IND-S03644,high_demand,india_national_20k,IN-C00025-GEN09,generator,Kadapa,Andhra Pradesh,1.5021,1.2593,1.0363,0,40,1,0,0.0,0.0,0,0,0,,,test
IND-S03645,high_demand,india_national_20k,IN-C12341-SS,substation,Coimbatore,Tamil Nadu,2.1311,1.3726,1.0661,1,260,1,0,8.46,0.0,0,0,0,,,train
IND-S03646,cascade_emergency,india_national_20k,IN-C14848-GEN05,generator,Nizāmābād,Telangana,8.1176,1.5533,1.1644,1,28,7,1501,45.57,0.28877,94627689,0,6,IN-SR-HUB|IN-ER-HUB|IN-TEL-HUB|IN-C14848-SS|IN-C15271-SS|IN-C15208-SS|IN-C19963-SS|IN-WES-HUB|IN-C19729-SS|IN-C19730-SS|IN-C15478-SS|IN-C14985-SS,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S03647,high_demand,india_national_20k,IN-C12343-FD022,feeder,Madurai,Tamil Nadu,1.7985,1.3581,1.093,1,10,1,0,8.51,0.0,0,0,0,,,train
IND-S03648,high_demand,india_national_20k,IN-C01119-SS,substation,Guwahati,Assam,2.1083,1.2982,1.0485,1,46,1,0,0.0,0.0,0,0,0,,,val
IND-S03649,line_outage,india_national_20k,IN-C09287-FD032,feeder,Nashik,Maharashtra,1.2238,1.1335,1.0017,2,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03650,transformer_overload,india_national_20k,IN-C15551-GEN06,generator,Varanasi,Uttar Pradesh,4.522,1.0653,1.0315,1,120,3,10,0.22,0.00021,169985,0,2,IN-C15600-SS|IN-C15672-SS|IN-C16266-SS|IN-C17022-SS|IN-C17187-SS|IN-C17734-SS|IN-C17976-SS|IN-C18074-SS|IN-UTT-HUB|IN-C19462-SS,0|0|0|0|0|0|0|0|0|1,train
IND-S03651,normal_operation,india_national_20k,IN-C15550-GEN05,generator,Ghāziābād,Uttar Pradesh,1.135,1.0059,1.0049,0,123,1,0,0.0,0.0,0,0,0,,,train
IND-S03652,cascade_emergency,india_national_20k,IN-C15585-FD011,feeder,Orai,Uttar Pradesh,4.2908,1.3568,1.1015,1,6,1,0,8.52,0.0,0,0,0,,,train
IND-S03653,line_outage,india_national_20k,IN-C09347-FD011,feeder,Ambājogāi,Maharashtra,1.5465,1.2392,1.0004,3,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03654,cascade_emergency,india_national_20k,IN-C09291-SS,substation,Virār,Maharashtra,7.6236,1.5635,1.0545,2,151,5,108,11.08,0.00739,11226604,0,4,IN-WR-HUB|IN-SR-HUB|IN-MAH-HUB|IN-ER-HUB|IN-NER-HUB|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS|IN-C02533-SS|IN-KAR-HUB|IN-C05537-SS|IN-C05539-SS,0|0|0|1|1|1|1|1|1|1|1|1,train
IND-S03655,normal_operation,india_national_20k,IN-C19736-SS,substation,Shyamnagar,West Bengal,1.1611,0.9229,1.0075,0,18,1,0,0.0,0.0,0,0,0,,,val
IND-S03656,cascade_emergency,india_national_20k,IN-C03288-GEN09,generator,Gandhinagar,Gujarat,4.0708,1.5472,1.144,5,24,7,923,30.69,0.15489,57813533,0,7,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-C10346-SS|IN-C10362-SS|IN-WES-HUB|IN-C19731-SS|IN-C19733-SS|IN-C19755-SS|IN-C19766-SS|IN-C19864-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03657,transformer_overload,india_national_20k,IN-C12350-GEN11,generator,Ambattur,Tamil Nadu,3.8944,1.2119,1.0512,1,73,2,3,0.09,0.00064,552400,0,3,IN-TAM-HUB|IN-C12350-SS|IN-C12392-SS,0|0|0,train
IND-S03658,transformer_overload,india_national_20k,IN-C03281-GEN02,generator,Surat,Gujarat,4.9838,1.1926,1.0225,0,29,2,2,0.27,0.00636,4591246,0,2,IN-GUJ-HUB|IN-C03281-SS,0|0,train
IND-S03659,cascade_emergency,india_national_20k,IN-C14855-FD011,feeder,Khammam,Telangana,4.634,1.3488,1.1207,1,6,1,0,8.56,0.0,0,0,0,,,train
IND-S03660,cascade_emergency,india_national_20k,IN-C11690-SS,substation,Keshorai Pātan,Rajasthan,4.3309,1.433,1.0789,1,40,1,0,8.63,0.0,0,0,0,,,train
IND-S03661,transformer_overload,india_national_20k,IN-C15549-SS,substation,Meerut,Uttar Pradesh,4.8844,1.272,1.0158,0,260,1,0,0.01,0.0,0,0,0,,,train
IND-S03662,line_outage,india_national_20k,IN-C14845-FD021,feeder,Warangal,Telangana,1.686,1.1137,1.0592,2,8,2,3,0.12,0.00182,704570,0,3,IN-C14845-SS|IN-C14845-TR02|IN-C14845-FD021,0|0|0,train
IND-S03663,line_outage,india_national_20k,IN-C10427-FD021,feeder,Brahmapur,Odisha,1.7857,1.1351,1.0077,3,8,2,3,0.09,0.00096,356598,0,3,IN-C10427-SS|IN-C10427-TR02|IN-C10427-FD021,0|0|0,train
IND-S03664,cascade_emergency,india_national_20k,IN-C12347-GEN08,generator,Salem,Tamil Nadu,4.9912,1.4856,1.1144,1,73,5,102,11.17,0.0131,25952880,0,3,IN-SR-HUB|IN-ER-HUB|IN-TAM-HUB|IN-C12347-SS|IN-ASS-HUB|IN-C01122-SS|IN-C01444-SS|IN-JHA-HUB|IN-C04828-SS|IN-C04829-SS|IN-C04830-SS|IN-C04832-SS,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S03665,normal_operation,india_national_20k,IN-PUN-HUB-GEN,generator,Punjab Hub Generation,Punjab,1.156,1.0383,0.9942,0,78,1,0,0.0,0.0,0,0,0,,,train
IND-S03666,line_outage,india_national_20k,IN-C03408-SS,substation,Dhrol,Gujarat,2.48,1.2549,1.0575,2,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03667,transformer_overload,india_national_20k,IN-C10404-SS,substation,Chantongia,Nagaland,3.4884,1.1044,1.0066,1,10,2,4,0.1,8e-05,35444,0,4,IN-C10394-SS|IN-C10401-SS|IN-C10409-SS|IN-C10418-SS,0|0|0|0,val
IND-S03668,line_outage,india_national_20k,IN-C15554-GEN09,generator,Bareilly,Uttar Pradesh,2.1399,1.2282,1.0141,3,116,1,0,0.01,0.0,0,0,0,,,train
IND-S03669,line_outage,india_national_20k,IN-C03058-FD032,feeder,Delhi,Delhi,2.3098,1.2521,1.0172,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03670,line_outage,india_national_20k,IN-C03280-SS,substation,Ahmedabad,Gujarat,2.0442,1.228,1.0465,3,88,1,0,0.0,0.0,0,0,0,,,train
IND-S03671,normal_operation,india_national_20k,IN-C01383-FD011,feeder,Katihar,Bihar,1.0114,0.9168,0.9943,0,7,1,0,0.0,0.0,0,0,0,,,val
IND-S03672,high_demand,india_national_20k,IN-C05532-GEN03,generator,Mysuru,Karnataka,1.7106,1.5341,1.09,0,48,6,76,10.67,0.01108,32486873,0,2,IN-SR-HUB|IN-KAR-HUB|IN-ER-HUB|IN-NER-HUB|IN-C07848-SS|IN-C10346-SS|IN-C10362-SS|IN-C11034-SS|IN-C11047-SS|IN-C15287-SS|IN-C15478-SS|IN-C15600-SS,0|0|1|1|1|1|1|1|1|1|1|1,test
IND-S03673,transformer_overload,india_national_20k,IN-C07046-FD011,feeder,Thiruvananthapuram,Kerala,2.6723,1.2877,1.0285,1,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03674,heatwave,india_national_20k,IN-C14778-SS,substation,Attikkōttai,Tamil Nadu,1.9821,1.2464,1.1381,0,6,1,0,8.37,0.0,0,0,0,,,train
IND-S03675,transformer_overload,india_national_20k,IN-C05530-SS,substation,Bengaluru,Karnataka,5.2064,1.2256,1.0554,0,191,4,6,0.58,0.01279,8544529,0,3,IN-SR-HUB|IN-KAR-HUB|IN-C05530-SS|IN-C11034-SS|IN-C11047-SS|IN-C11032-SS,0|0|0|1|1|2,test
IND-S03676,high_demand,india_national_20k,IN-C07166-SS,substation,Erāmala,Kerala,2.5808,1.2849,1.0313,1,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03677,heatwave,india_national_20k,IN-C10426-GEN03,generator,Cuttack,Odisha,2.4003,1.2929,1.1959,0,25,2,1,8.65,0.0,0,0,1,IN-ODI-HUB,0,train
IND-S03678,transformer_overload,india_national_20k,IN-KER-HUB-GEN,generator,Kerala Hub Generation,Kerala,5.0407,1.1974,1.0348,1,103,1,0,0.0,0.0,0,0,0,,,train
IND-S03679,cascade_emergency,india_national_20k,IN-C07859-FD011,feeder,Jabalpur,Madhya Pradesh,8.3892,1.5333,1.162,2,10,7,970,33.19,0.20283,60001892,0,4,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-MAD-HUB|IN-C07859-SS|IN-C07859-TR01|IN-C07859-FD011|IN-C19963-SS|IN-WES-HUB|IN-C19729-SS|IN-C10362-SS|IN-C19730-SS,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S03680,transformer_overload,india_national_20k,IN-C04824-FD012,feeder,Ranchi,Jharkhand,3.0794,1.1168,1.0329,0,10,2,3,0.13,0.00202,1120374,0,3,IN-C04824-SS|IN-C04824-TR01|IN-C04824-FD012,0|0|0,train
IND-S03681,high_demand,india_national_20k,IN-C06010-SS,substation,Adumanahalli,Karnataka,1.9092,1.3582,1.0749,1,5,1,0,8.46,0.0,0,0,0,,,test
IND-S03682,heatwave,india_national_20k,IN-C05539-GEN10,generator,Shivamogga,Karnataka,2.6525,1.3785,1.1515,0,48,5,53,9.88,0.00556,8948431,0,7,IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05536-SS|IN-C05537-SS|IN-C05540-SS|IN-C05541-SS|IN-C05556-SS|IN-C05639-SS|IN-C05722-SS|IN-C06290-SS,0|1|1|1|1|1|1|1|1|1|1|1,test
IND-S03683,cascade_emergency,india_national_20k,IN-C00040-FD011,feeder,Bhimavaram,Andhra Pradesh,5.7476,1.5781,1.1589,4,6,3,70,10.7,0.01314,3094883,0,4,IN-AND-HUB|IN-C00040-SS|IN-C00040-TR01|IN-C00040-FD011|IN-C00011-SS|IN-C00001-TR01|IN-C00001-FD011|IN-C00020-SS|IN-C00021-SS|IN-C00023-SS|IN-C00024-SS|IN-C00026-SS,0|0|0|0|1|1|1|1|1|1|1|1,test
IND-S03684,high_demand,india_national_20k,IN-C04831-GEN10,generator,Chas,Jharkhand,1.6984,1.4842,1.0661,1,27,1,0,8.7,0.0,0,0,0,,,train
IND-S03685,cascade_emergency,india_national_20k,IN-C07858-FD022,feeder,Bhopal,Madhya Pradesh,5.7451,1.3872,1.1126,5,10,3,17,9.09,0.00576,2381032,0,6,IN-MAD-HUB|IN-C07858-SS|IN-C07882-SS|IN-C07888-SS|IN-C07892-SS|IN-C07908-SS|IN-C08007-SS|IN-C08067-SS|IN-C08104-SS|IN-C08742-SS|IN-C07858-TR02|IN-C07858-FD022,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03686,transformer_overload,india_national_20k,IN-C09500-SS,substation,Wadgaon,Maharashtra,4.691,1.0448,1.0425,1,13,1,0,0.0,0.0,0,0,0,,,train
IND-S03687,high_demand,india_national_20k,IN-C09285-FD011,feeder,Thāne,Maharashtra,2.7583,1.5342,1.0857,0,10,6,116,11.54,0.01595,31339599,0,4,IN-WR-HUB|IN-MAH-HUB|IN-C09282-SS|IN-C09285-SS|IN-C09285-TR01|IN-C09285-FD011|IN-ER-HUB|IN-NER-HUB|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS|IN-C02533-SS,0|0|0|0|0|0|1|1|1|1|1|1,train
IND-S03688,high_demand,india_national_20k,IN-C09356-FD011,feeder,Urun-Islāmpur,Maharashtra,1.955,1.3806,1.0863,0,5,2,7,8.68,0.0006,173986,0,4,IN-C09356-SS|IN-C09427-SS|IN-C09461-SS|IN-C09500-SS|IN-C09635-SS|IN-C09356-TR01|IN-C09356-FD011,0|0|0|0|0|0|0,train
IND-S03689,transformer_overload,india_national_20k,IN-C15567-FD021,feeder,Noida,Uttar Pradesh,5.9657,1.092,1.0098,1,7,1,0,0.0,0.0,0,0,0,,,train
IND-S03690,transformer_overload,india_national_20k,IN-C12346-GEN07,generator,Tiruppur,Tamil Nadu,2.1565,1.0707,1.0208,1,75,2,3,0.06,5e-05,87927,0,2,IN-TAM-HUB|IN-C12390-SS|IN-C14310-SS,0|0|0,train
IND-S03691,transformer_overload,india_national_20k,IN-C15552-GEN07,generator,Prayagraj,Uttar Pradesh,2.7012,1.0521,1.0553,1,119,1,0,0.0,0.0,0,0,0,,,train
IND-S03692,line_outage,india_national_20k,IN-C12347-GEN08,generator,Salem,Tamil Nadu,1.2403,1.2472,1.0434,4,73,1,0,0.0,0.0,0,0,0,,,train
IND-S03693,heatwave,india_national_20k,IN-C12342-FD032,feeder,Kallakurichi,Tamil Nadu,2.0372,1.4262,1.1891,1,10,1,0,8.98,0.0,0,0,0,,,train
IND-S03694,cascade_emergency,india_national_20k,IN-C07045-FD021,feeder,Kanayannur,Kerala,8.2063,1.3945,1.1754,3,8,5,60,10.62,0.0196,25824910,0,6,IN-ER-HUB|IN-KER-HUB|IN-C07045-SS|IN-C07047-SS|IN-C07291-SS|IN-C07643-SS|IN-C07045-TR02|IN-C07045-FD021|IN-C01444-SS|IN-JHA-HUB|IN-C04828-SS|IN-C04829-SS,0|0|0|0|0|0|0|0|1|1|1|1,train
IND-S03695,heatwave,india_national_20k,IN-C07046-FD021,feeder,Thiruvananthapuram,Kerala,3.2413,1.4118,1.1315,1,8,5,48,9.8,0.00521,8541719,0,1,IN-SR-HUB|IN-KER-HUB|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05537-SS|IN-C05540-SS|IN-C11034-SS|IN-C11047-SS|IN-JHA-HUB|IN-C04828-SS|IN-C04829-SS,0|0|1|1|1|1|1|1|1|2|2|2,train
IND-S03696,high_demand,india_national_20k,IN-C07859-GEN03,generator,Jabalpur,Madhya Pradesh,2.0149,1.3131,1.0251,1,52,2,2,0.09,0.0009,1081677,0,2,IN-MAD-HUB|IN-C07859-SS,0|0,train
IND-S03697,line_outage,india_national_20k,IN-C09286-GEN05,generator,Pimpri-Chinchwad,Maharashtra,1.7772,1.2852,1.0008,3,44,5,25,0.9,0.00553,9029532,0,5,IN-WR-HUB|IN-MAH-HUB|IN-C09286-SS|IN-C09288-SS|IN-C09950-SS|IN-ER-HUB|IN-NER-HUB|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS|IN-C10362-SS|IN-C10384-SS,0|0|0|0|0|1|1|2|2|2|2|2,train
IND-S03698,high_demand,india_national_20k,IN-C03286-FD021,feeder,Bilimora,Gujarat,2.7943,1.4734,1.0866,0,8,2,3,8.88,0.00199,510879,0,3,IN-C03286-SS|IN-C03286-TR02|IN-C03286-FD021,0|0|0,train
IND-S03699,high_demand,india_national_20k,IN-C07870-FD011,feeder,Burhānpur,Madhya Pradesh,2.4595,1.4758,1.0339,0,6,3,9,8.79,0.00155,372694,0,4,IN-MAD-HUB|IN-C07870-SS|IN-C07870-TR01|IN-C07870-FD011|IN-C07885-SS|IN-C07944-SS|IN-C08085-SS|IN-C08275-SS|IN-C09141-SS,0|0|0|0|1|1|1|1|1,train
IND-S03700,transformer_overload,india_national_20k,IN-C00024-GEN08,generator,Rajamahendravaram,Andhra Pradesh,2.6287,1.0721,1.0058,1,41,1,0,0.0,0.0,0,0,0,,,test
IND-S03701,high_demand,india_national_20k,IN-C14895-SS,substation,Patancheru,Telangana,2.0187,1.2751,1.0807,0,7,2,3,0.08,0.00036,98654,0,3,IN-C14895-SS|IN-C14906-SS|IN-C14950-SS,0|0|0,train
IND-S03702,line_outage,india_national_20k,IN-C04135-GEN06,generator,Nāhan,Himachal Pradesh,1.8119,1.291,1.0224,3,16,1,0,0.0,0.0,0,0,0,,,train
IND-S03703,transformer_overload,india_national_20k,IN-C12347-GEN08,generator,Salem,Tamil Nadu,4.1505,1.1746,1.0774,0,73,1,0,0.01,0.0,0,0,0,,,train
IND-S03704,normal_operation,india_national_20k,IN-C12340-FD032,feeder,Chennai,Tamil Nadu,1.0416,0.9663,1.0142,0,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03705,line_outage,india_national_20k,IN-C05533-FD021,feeder,Kalaburagi,Karnataka,1.9482,1.0381,1.0185,3,8,2,11,0.28,0.00171,655363,0,3,IN-C01413-SS|IN-C01446-SS|IN-C01679-SS|IN-C01718-SS|IN-C01767-SS|IN-C01837-SS|IN-C02288-SS|IN-C02465-SS|IN-C05533-SS|IN-C05533-TR02|IN-C05533-FD021,0|0|0|0|0|0|0|0|0|0|0,test
IND-S03706,high_demand,india_national_20k,IN-C07857-FD011,feeder,Indore,Madhya Pradesh,2.0859,1.549,1.0289,0,10,3,11,9.06,0.00332,2671920,0,4,IN-MAD-HUB|IN-C07857-SS|IN-C07857-TR01|IN-C07857-FD011|IN-C07861-SS|IN-C07885-SS|IN-C07944-SS|IN-C08085-SS|IN-C08275-SS|IN-C09141-SS|IN-C09182-SS,0|0|0|0|1|1|1|1|1|1|1,train
IND-S03707,transformer_overload,india_national_20k,IN-C15552-FD012,feeder,Prayagraj,Uttar Pradesh,2.521,1.2753,1.0538,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03708,transformer_overload,india_national_20k,IN-C07464-SS,substation,Vadapādam,Kerala,5.3038,1.0173,1.0615,1,3,1,0,0.0,0.0,0,0,0,,,train
IND-S03709,heatwave,india_national_20k,IN-C01221-SS,substation,Durga Nagar Part-V,Assam,2.9853,1.3669,1.0818,2,11,1,0,8.5,0.0,0,0,0,,,val
IND-S03710,transformer_overload,india_national_20k,IN-C19730-FD031,feeder,Howrah,West Bengal,2.2831,1.0714,1.0552,0,10,4,8,0.3,0.00411,5807089,0,5,IN-C19730-SS|IN-C19730-TR03|IN-C19730-FD031|IN-WES-HUB|IN-C19729-SS|IN-C19766-SS|IN-C19864-SS|IN-C19963-SS,0|0|0|1|1|2|2|2,val
IND-S03711,transformer_overload,india_national_20k,IN-C00312-SS,substation,Achingi,Andhra Pradesh,5.3059,1.0113,1.0506,0,7,1,0,0.0,0.0,0,0,0,,,test
IND-S03712,high_demand,india_national_20k,IN-C09301-FD011,feeder,Ulhasnagar,Maharashtra,2.0627,1.3399,1.0966,0,8,3,5,8.63,0.00178,799521,0,4,IN-C09301-SS|IN-C09301-TR01|IN-C09301-FD011|IN-C09312-SS|IN-C09473-SS,0|0|0|1|1,train
IND-S03713,cascade_emergency,india_national_20k,IN-C12346-FD021,feeder,Tiruppur,Tamil Nadu,8.145,1.5893,1.109,4,8,6,823,29.13,0.16063,84275435,0,5,IN-SR-HUB|IN-ER-HUB|IN-KER-HUB|IN-C07054-SS|IN-C10346-SS|IN-C10353-SS|IN-C10362-SS|IN-C10384-SS|IN-TAM-HUB|IN-C12346-SS|IN-C12390-SS|IN-C12474-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03714,line_outage,india_national_20k,IN-C07868-GEN12,generator,Murwāra,Madhya Pradesh,1.8983,1.1615,1.0522,2,43,1,0,0.02,0.0,0,0,0,,,train
IND-S03715,heatwave,india_national_20k,IN-C11561-FD021,feeder,Jodhpur,Rajasthan,3.1597,1.2428,1.0809,0,10,2,3,0.13,0.00194,1056191,0,3,IN-C11561-SS|IN-C11561-TR02|IN-C11561-FD021,0|0|0,train
IND-S03716,cascade_emergency,india_national_20k,IN-C00024-GEN08,generator,Rajamahendravaram,Andhra Pradesh,7.4001,1.3965,1.1051,5,41,3,10,8.78,0.00094,617649,0,3,IN-AND-HUB|IN-C00024-SS|IN-C15626-SS|IN-C17199-SS|IN-C17569-SS|IN-C18087-SS|IN-C00037-SS|IN-C00715-SS|IN-C00747-SS|IN-C00866-SS,0|0|0|0|0|0|1|1|1|1,test
IND-S03717,transformer_overload,india_national_20k,IN-C09285-GEN04,generator,Thāne,Maharashtra,3.7511,1.1861,1.0305,1,43,5,22,0.77,0.00755,19517559,0,4,IN-WR-HUB|IN-MAH-HUB|IN-C09282-SS|IN-C09285-SS|IN-ER-HUB|IN-NER-HUB|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS|IN-C10362-SS|IN-C10384-SS|IN-NAG-HUB,0|0|0|0|1|1|2|2|2|2|2|2,train
IND-S03718,line_outage,india_national_20k,IN-C15563-FD011,feeder,Shāhjānpur,Uttar Pradesh,1.2225,1.2819,1.0215,2,7,3,4,0.12,0.00018,131024,0,0,IN-C07261-SS|IN-C07354-SS|IN-C07063-SS|IN-C07401-SS,0|0|1|1,train
IND-S03719,line_outage,india_national_20k,IN-C11058-FD011,feeder,Moga,Punjab,2.3747,1.2539,1.0309,3,7,2,3,0.1,0.00101,163397,0,3,IN-C11058-SS|IN-C11058-TR01|IN-C11058-FD011,0|0|0,train
