scenario_id,initiating_city,initiating_state,cascade_risk_pct,topology_structure,transformers_before,transformers_after,reserve_margin_pct,n_minus_1_secure,estimated_loss_reduction_pct,estimated_capex_reduction_pct,dispatch_action
IND-S00000,Murwāra,Madhya Pradesh,8.52,ring-main,15,13,22.5,False,4.24,11.16,Reconfigure ties; balance 13 transformer banks
IND-S03614,Sholapur,Maharashtra,0.83,meshed-N-1,15,13,23.1,True,3.63,10.83,Reconfigure ties; balance 13 transformer banks
IND-S03615,Aruppukkottai,Tamil Nadu,0.11,radial-spur,15,13,27.4,False,6.08,11.27,Reconfigure ties; balance 13 transformer banks
IND-S03616,Rishra,West Bengal,8.56,parallel-bank,15,13,17.2,True,5.2,12.29,Reconfigure ties; balance 13 transformer banks
IND-S03617,Nanded,Maharashtra,0.0,sectionalized-ring,15,13,25.2,True,3.14,11.62,Reconfigure ties; balance 13 transformer banks
IND-S03618,Bharatpur,Rajasthan,0.0,ring-main,15,13,26.5,False,2.73,12.0,Reconfigure ties; balance 13 transformer banks
IND-S03619,Rāichūr,Karnataka,0.0,double-bus,15,13,20.8,True,3.42,11.82,Reconfigure ties; balance 13 transformer banks
IND-S03620,Pathānkot,Punjab,8.64,meshed-N-1,15,13,22.3,True,4.61,11.48,Reconfigure ties; balance 13 transformer banks
IND-S03621,Vijayawada,Andhra Pradesh,0.12,radial-spur,15,13,18.7,False,4.8,12.05,Reconfigure ties; balance 13 transformer banks
IND-S03622,Hodal,Haryana,0.0,parallel-bank,15,13,21.1,True,2.94,11.69,Reconfigure ties; balance 13 transformer banks
IND-S03623,Modīnagar,Uttar Pradesh,10.72,sectionalized-ring,15,13,17.1,True,3.96,11.85,Reconfigure ties; balance 13 transformer banks
IND-S03624,Prayagraj,Uttar Pradesh,0.34,ring-main,15,13,17.5,False,4.03,12.31,Reconfigure ties; balance 13 transformer banks
IND-S03625,Pimpri,Maharashtra,10.18,double-bus,15,13,19.0,True,1.55,11.99,Reconfigure ties; balance 13 transformer banks
IND-S03626,Chennai,Tamil Nadu,0.19,meshed-N-1,15,13,18.4,True,4.95,10.78,Reconfigure ties; balance 13 transformer banks
IND-S03627,Durgapur,West Bengal,0.07,radial-spur,15,13,22.3,False,3.76,11.81,Reconfigure ties; balance 13 transformer banks
IND-S03628,Pune,Maharashtra,0.0,parallel-bank,15,13,25.2,True,5.79,11.6,Reconfigure ties; balance 13 transformer banks
IND-S03629,Bharatpur,Rajasthan,8.73,sectionalized-ring,15,13,22.9,True,4.26,11.76,Reconfigure ties; balance 13 transformer banks
IND-S03630,Pāppinisshēri,Kerala,8.47,ring-main,15,13,25.1,False,1.23,11.91,Reconfigure ties; balance 13 transformer banks
IND-S03631,Bilāspur,Chhattisgarh,0.1,double-bus,15,13,25.0,True,3.07,11.07,Reconfigure ties; balance 13 transformer banks
IND-S03632,Chittoor,Andhra Pradesh,9.07,meshed-N-1,15,13,17.2,True,3.01,11.46,Reconfigure ties; balance 13 transformer banks
IND-S03633,Kodār,Telangana,8.88,radial-spur,15,13,19.2,False,4.46,11.4,Reconfigure ties; balance 13 transformer banks
IND-S03634,Bagulā,West Bengal,0.0,parallel-bank,15,13,17.9,True,6.59,11.1,Reconfigure ties; balance 13 transformer banks
IND-S03635,Bettiah,Bihar,0.34,sectionalized-ring,15,13,19.4,True,4.95,11.0,Reconfigure ties; balance 13 transformer banks
IND-S03636,Kota,Rajasthan,0.0,ring-main,15,13,25.0,False,3.49,10.7,Reconfigure ties; balance 13 transformer banks
IND-S03637,Mandoli,Delhi,0.0,double-bus,15,13,15.5,True,4.8,11.51,Reconfigure ties; balance 13 transformer banks
IND-S03638,Bhubaneswar,Odisha,8.49,meshed-N-1,15,13,15.8,True,2.61,10.79,Reconfigure ties; balance 13 transformer banks
IND-S03639,Chammanād,Kerala,8.85,radial-spur,15,13,21.0,False,3.34,10.57,Reconfigure ties; balance 13 transformer banks
IND-S03640,Ahmedabad,Gujarat,8.7,parallel-bank,15,13,19.3,True,1.23,11.65,Reconfigure ties; balance 13 transformer banks
IND-S03641,Tamil Nadu Hub Generation,Tamil Nadu,0.0,sectionalized-ring,15,13,13.6,True,2.19,12.5,Reconfigure ties; balance 13 transformer banks
IND-S03642,Bābai,Madhya Pradesh,0.0,ring-main,15,13,18.4,False,4.47,10.22,Reconfigure ties; balance 13 transformer banks
IND-S03643,Mumbai,Maharashtra,9.48,double-bus,15,13,26.3,True,4.43,10.48,Reconfigure ties; balance 13 transformer banks
IND-S03644,Kadapa,Andhra Pradesh,0.0,meshed-N-1,15,13,15.9,True,3.98,12.42,Reconfigure ties; balance 13 transformer banks
IND-S03645,Coimbatore,Tamil Nadu,8.46,radial-spur,15,13,20.1,False,3.91,11.77,Reconfigure ties; balance 13 transformer banks
IND-S03646,Nizāmābād,Telangana,45.57,parallel-bank,15,13,19.5,True,3.45,11.96,Reconfigure ties; balance 13 transformer banks
IND-S03647,Madurai,Tamil Nadu,8.51,sectionalized-ring,15,13,24.8,True,3.56,11.77,Reconfigure ties; balance 13 transformer banks
IND-S03648,Guwahati,Assam,0.0,ring-main,15,13,23.4,False,4.49,12.19,Reconfigure ties; balance 13 transformer banks
IND-S03649,Nashik,Maharashtra,0.0,double-bus,15,13,21.8,True,6.7,9.71,Reconfigure ties; balance 13 transformer banks
IND-S03650,Varanasi,Uttar Pradesh,0.22,meshed-N-1,15,13,25.6,True,5.43,10.59,Reconfigure ties; balance 13 transformer banks
IND-S03651,Ghāziābād,Uttar Pradesh,0.0,radial-spur,15,13,26.9,False,6.04,12.13,Reconfigure ties; balance 13 transformer banks
IND-S03652,Orai,Uttar Pradesh,8.52,parallel-bank,15,13,17.0,True,5.43,12.21,Reconfigure ties; balance 13 transformer banks
IND-S03653,Ambājogāi,Maharashtra,0.0,sectionalized-ring,15,13,25.2,True,3.89,11.91,Reconfigure ties; balance 13 transformer banks
IND-S03654,Virār,Maharashtra,11.08,ring-main,15,13,22.2,False,5.2,12.34,Reconfigure ties; balance 13 transformer banks
IND-S03655,Shyamnagar,West Bengal,0.0,double-bus,15,13,30.4,True,6.04,10.33,Reconfigure ties; balance 13 transformer banks
IND-S03656,Gandhinagar,Gujarat,30.69,meshed-N-1,15,13,20.1,True,3.62,11.4,Reconfigure ties; balance 13 transformer banks
IND-S03657,Ambattur,Tamil Nadu,0.09,radial-spur,15,13,21.0,False,3.18,11.59,Reconfigure ties; balance 13 transformer banks
IND-S03658,Surat,Gujarat,0.27,parallel-bank,15,13,18.1,True,4.55,11.53,Reconfigure ties; balance 13 transformer banks
IND-S03659,Khammam,Telangana,8.56,sectionalized-ring,15,13,25.6,True,3.8,11.79,Reconfigure ties; balance 13 transformer banks
IND-S03660,Keshorai Pātan,Rajasthan,8.63,ring-main,15,13,20.9,False,3.78,11.36,Reconfigure ties; balance 13 transformer banks
IND-S03661,Meerut,Uttar Pradesh,0.01,double-bus,15,13,20.8,True,3.43,11.09,Reconfigure ties; balance 13 transformer banks
IND-S03662,Warangal,Telangana,0.12,meshed-N-1,15,13,18.0,True,3.36,12.21,Reconfigure ties; balance 13 transformer banks
IND-S03663,Brahmapur,Odisha,0.09,radial-spur,15,13,23.0,False,3.47,11.17,Reconfigure ties; balance 13 transformer banks
IND-S03664,Salem,Tamil Nadu,11.17,parallel-bank,15,13,26.6,True,3.7,11.98,Reconfigure ties; balance 13 transformer banks
IND-S03665,Punjab Hub Generation,Punjab,0.0,sectionalized-ring,15,13,17.5,True,3.3,12.98,Reconfigure ties; balance 13 transformer banks
IND-S03666,Dhrol,Gujarat,0.0,ring-main,15,13,17.8,False,3.02,10.99,Reconfigure ties; balance 13 transformer banks
IND-S03667,Chantongia,Nagaland,0.1,double-bus,15,13,24.7,True,5.66,10.54,Reconfigure ties; balance 13 transformer banks
IND-S03668,Bareilly,Uttar Pradesh,0.01,meshed-N-1,15,13,16.9,True,3.67,9.93,Reconfigure ties; balance 13 transformer banks
IND-S03669,Delhi,Delhi,0.0,radial-spur,15,13,21.9,False,3.87,12.15,Reconfigure ties; balance 13 transformer banks
IND-S03670,Ahmedabad,Gujarat,0.0,parallel-bank,15,13,16.3,True,4.13,10.5,Reconfigure ties; balance 13 transformer banks
IND-S03671,Katihar,Bihar,0.0,sectionalized-ring,15,13,24.1,True,4.07,11.5,Reconfigure ties; balance 13 transformer banks
IND-S03672,Mysuru,Karnataka,10.67,ring-main,15,13,18.0,False,3.52,11.65,Reconfigure ties; balance 13 transformer banks
IND-S03673,Thiruvananthapuram,Kerala,0.0,double-bus,15,13,18.4,True,3.92,11.22,Reconfigure ties; balance 13 transformer banks
IND-S03674,Attikkōttai,Tamil Nadu,8.37,meshed-N-1,15,13,20.3,True,3.51,10.99,Reconfigure ties; balance 13 transformer banks
IND-S03675,Bengaluru,Karnataka,0.58,radial-spur,15,13,25.7,False,6.23,10.82,Reconfigure ties; balance 13 transformer banks
IND-S03676,Erāmala,Kerala,0.0,parallel-bank,15,13,23.4,True,4.3,11.05,Reconfigure ties; balance 13 transformer banks
IND-S03677,Cuttack,Odisha,8.65,sectionalized-ring,15,13,21.2,True,5.98,10.76,Reconfigure ties; balance 13 transformer banks
IND-S03678,Kerala Hub Generation,Kerala,0.0,ring-main,15,13,25.1,False,4.3,12.76,Reconfigure ties; balance 13 transformer banks
IND-S03679,Jabalpur,Madhya Pradesh,33.19,double-bus,15,13,24.0,True,4.39,10.72,Reconfigure ties; balance 13 transformer banks
IND-S03680,Ranchi,Jharkhand,0.13,meshed-N-1,15,13,19.8,True,4.69,13.29,Reconfigure ties; balance 13 transformer banks
IND-S03681,Adumanahalli,Karnataka,8.46,radial-spur,15,13,20.1,False,2.67,12.5,Reconfigure ties; balance 13 transformer banks
IND-S03682,Shivamogga,Karnataka,9.88,parallel-bank,15,13,12.0,True,4.98,11.15,Reconfigure ties; balance 13 transformer banks
IND-S03683,Bhimavaram,Andhra Pradesh,10.7,sectionalized-ring,15,13,23.9,True,5.6,12.08,Reconfigure ties; balance 13 transformer banks
IND-S03684,Chas,Jharkhand,8.7,ring-main,15,13,19.1,False,4.6,11.79,Reconfigure ties; balance 13 transformer banks
IND-S03685,Bhopal,Madhya Pradesh,9.09,double-bus,15,13,18.2,True,4.37,13.02,Reconfigure ties; balance 13 transformer banks
IND-S03686,Wadgaon,Maharashtra,0.0,meshed-N-1,15,13,21.6,True,3.55,11.83,Reconfigure ties; balance 13 transformer banks
IND-S03687,Thāne,Maharashtra,11.54,radial-spur,15,13,22.4,False,5.86,12.84,Reconfigure ties; balance 13 transformer banks
IND-S03688,Urun-Islāmpur,Maharashtra,8.68,parallel-bank,15,13,20.2,True,3.83,10.95,Reconfigure ties; balance 13 transformer banks
IND-S03689,Noida,Uttar Pradesh,0.0,sectionalized-ring,15,13,22.3,True,5.58,11.11,Reconfigure ties; balance 13 transformer banks
IND-S03690,Tiruppur,Tamil Nadu,0.06,ring-main,15,13,18.2,False,5.35,11.01,Reconfigure ties; balance 13 transformer banks
IND-S03691,Prayagraj,Uttar Pradesh,0.0,double-bus,15,13,22.5,True,5.46,11.32,Reconfigure ties; balance 13 transformer banks
IND-S03692,Salem,Tamil Nadu,0.0,meshed-N-1,15,13,19.6,True,4.57,11.07,Reconfigure ties; balance 13 transformer banks
IND-S03693,Kallakurichi,Tamil Nadu,8.98,radial-spur,15,13,23.8,False,4.22,11.38,Reconfigure ties; balance 13 transformer banks
IND-S03694,Kanayannur,Kerala,10.62,parallel-bank,15,13,20.2,True,3.06,10.14,Reconfigure ties; balance 13 transformer banks
IND-S03695,Thiruvananthapuram,Kerala,9.8,sectionalized-ring,15,13,19.2,True,4.06,11.21,Reconfigure ties; balance 13 transformer banks
IND-S03696,Jabalpur,Madhya Pradesh,0.09,ring-main,15,13,20.4,False,4.6,10.87,Reconfigure ties; balance 13 transformer banks
IND-S03697,Pimpri-Chinchwad,Maharashtra,0.9,double-bus,15,13,24.5,True,4.37,12.2,Reconfigure ties; balance 13 transformer banks
IND-S03698,Bilimora,Gujarat,8.88,meshed-N-1,15,13,22.6,True,3.49,12.8,Reconfigure ties; balance 13 transformer banks
IND-S03699,Burhānpur,Madhya Pradesh,8.79,radial-spur,15,13,24.9,False,3.03,11.75,Reconfigure ties; balance 13 transformer banks
IND-S03700,Rajamahendravaram,Andhra Pradesh,0.0,parallel-bank,15,13,13.4,True,5.05,11.63,Reconfigure ties; balance 13 transformer banks
IND-S03701,Patancheru,Telangana,0.08,sectionalized-ring,15,13,29.4,True,4.87,10.67,Reconfigure ties; balance 13 transformer banks
IND-S03702,Nāhan,Himachal Pradesh,0.0,ring-main,15,13,25.7,False,2.78,11.77,Reconfigure ties; balance 13 transformer banks
IND-S03703,Salem,Tamil Nadu,0.01,double-bus,15,13,22.0,True,3.63,12.43,Reconfigure ties; balance 13 transformer banks
IND-S03704,Chennai,Tamil Nadu,0.0,meshed-N-1,15,13,14.2,True,1.56,10.94,Reconfigure ties; balance 13 transformer banks
IND-S03705,Kalaburagi,Karnataka,0.28,radial-spur,15,13,18.9,False,3.6,10.28,Reconfigure ties; balance 13 transformer banks
IND-S03706,Indore,Madhya Pradesh,9.06,parallel-bank,15,13,18.6,True,3.57,11.03,Reconfigure ties; balance 13 transformer banks
IND-S03707,Prayagraj,Uttar Pradesh,0.0,sectionalized-ring,15,13,24.6,True,3.22,12.53,Reconfigure ties; balance 13 transformer banks
IND-S03708,Vadapādam,Kerala,0.0,ring-main,15,13,16.9,False,4.64,11.26,Reconfigure ties; balance 13 transformer banks
IND-S03709,Durga Nagar Part-V,Assam,8.5,double-bus,15,13,18.0,True,1.56,10.44,Reconfigure ties; balance 13 transformer banks
IND-S03710,Howrah,West Bengal,0.3,meshed-N-1,15,13,23.8,True,2.88,10.97,Reconfigure ties; balance 13 transformer banks
IND-S03711,Achingi,Andhra Pradesh,0.0,radial-spur,15,13,16.4,False,4.18,9.99,Reconfigure ties; balance 13 transformer banks
IND-S03712,Ulhasnagar,Maharashtra,8.63,parallel-bank,15,13,18.1,True,4.58,10.23,Reconfigure ties; balance 13 transformer banks
IND-S03713,Tiruppur,Tamil Nadu,29.13,sectionalized-ring,15,13,25.1,True,4.31,12.0,Reconfigure ties; balance 13 transformer banks
IND-S03714,Murwāra,Madhya Pradesh,0.02,ring-main,15,13,22.3,False,2.36,10.92,Reconfigure ties; balance 13 transformer banks
IND-S03715,Jodhpur,Rajasthan,0.13,double-bus,15,13,16.7,True,5.62,11.23,Reconfigure ties; balance 13 transformer banks
IND-S03716,Rajamahendravaram,Andhra Pradesh,8.78,meshed-N-1,15,13,28.0,True,3.7,10.82,Reconfigure ties; balance 13 transformer banks
IND-S03717,Thāne,Maharashtra,0.77,radial-spur,15,13,28.1,False,3.58,11.32,Reconfigure ties; balance 13 transformer banks
IND-S03718,Shāhjānpur,Uttar Pradesh,0.12,parallel-bank,15,13,13.3,True,3.72,11.63,Reconfigure ties; balance 13 transformer banks
IND-S03719,Moga,Punjab,0.1,sectionalized-ring,15,13,19.5,True,5.0,11.21,Reconfigure ties; balance 13 transformer banks
IND-S03720,Tirupati,Andhra Pradesh,0.0,ring-main,15,13,24.4,False,5.24,11.67,Reconfigure ties; balance 13 transformer banks
IND-S03721,Podili,Andhra Pradesh,0.0,double-bus,15,13,29.3,True,3.6,13.02,Reconfigure ties; balance 13 transformer banks
IND-S03722,Kondli,Delhi,0.0,meshed-N-1,15,13,20.5,True,4.95,11.12,Reconfigure ties; balance 13 transformer banks
IND-S03723,Prayagraj,Uttar Pradesh,0.0,radial-spur,15,13,20.4,False,2.38,10.89,Reconfigure ties; balance 13 transformer banks
IND-S03724,Trittāla,Kerala,0.0,parallel-bank,15,13,23.6,True,2.45,12.04,Reconfigure ties; balance 13 transformer banks
IND-S03725,Rānāghāt,West Bengal,0.0,sectionalized-ring,15,13,22.2,True,4.53,10.8,Reconfigure ties; balance 13 transformer banks
IND-S03726,Jalandhar,Punjab,0.0,ring-main,15,13,18.9,False,2.44,11.16,Reconfigure ties; balance 13 transformer banks
IND-S03727,Belagavi,Karnataka,0.0,double-bus,15,13,26.5,True,3.65,11.0,Reconfigure ties; balance 13 transformer banks
IND-S03728,Bhadrāvati,Karnataka,9.82,meshed-N-1,15,13,18.1,True,5.15,11.85,Reconfigure ties; balance 13 transformer banks
IND-S03729,Attur,Tamil Nadu,8.52,radial-spur,15,13,20.3,False,3.87,11.33,Reconfigure ties; balance 13 transformer banks
IND-S03730,Ahmedabad,Gujarat,0.0,parallel-bank,15,13,25.2,True,3.13,10.82,Reconfigure ties; balance 13 transformer banks
IND-S03731,Kharagpur,West Bengal,8.77,sectionalized-ring,15,13,20.7,True,1.2,12.14,Reconfigure ties; balance 13 transformer banks
IND-S03732,Anūr,Karnataka,8.98,ring-main,15,13,19.7,False,1.2,12.33,Reconfigure ties; balance 13 transformer banks
IND-S03733,Satna,Madhya Pradesh,0.0,double-bus,15,13,12.0,True,3.5,10.48,Reconfigure ties; balance 13 transformer banks
IND-S03734,Durgapur,West Bengal,0.19,meshed-N-1,15,13,17.2,True,5.94,11.6,Reconfigure ties; balance 13 transformer banks
IND-S03735,Bareilly,Uttar Pradesh,9.6,radial-spur,15,13,20.7,False,4.03,11.18,Reconfigure ties; balance 13 transformer banks
IND-S03736,Saugor,Madhya Pradesh,0.0,parallel-bank,15,13,23.9,True,1.8,10.95,Reconfigure ties; balance 13 transformer banks
IND-S03737,Panvel,Maharashtra,0.0,sectionalized-ring,15,13,24.1,True,2.75,11.78,Reconfigure ties; balance 13 transformer banks
IND-S03738,Jalandhar,Punjab,0.0,ring-main,15,13,24.0,False,3.04,10.96,Reconfigure ties; balance 13 transformer banks
IND-S03739,Kadapa,Andhra Pradesh,9.05,double-bus,15,13,22.8,True,4.27,11.78,Reconfigure ties; balance 13 transformer banks
IND-S03740,Tamil Nadu Hub Generation,Tamil Nadu,0.01,meshed-N-1,15,13,24.9,True,4.81,12.45,Reconfigure ties; balance 13 transformer banks
IND-S03741,Coimbatore,Tamil Nadu,0.29,radial-spur,15,13,22.0,False,4.05,11.64,Reconfigure ties; balance 13 transformer banks
IND-S03742,Tīkamgarh,Madhya Pradesh,0.0,parallel-bank,15,13,18.0,True,3.21,11.08,Reconfigure ties; balance 13 transformer banks
IND-S03743,Vijayapura,Karnataka,0.0,sectionalized-ring,15,13,15.6,True,4.99,12.16,Reconfigure ties; balance 13 transformer banks
IND-S03744,Meerut,Uttar Pradesh,0.0,ring-main,15,13,19.2,False,3.81,11.65,Reconfigure ties; balance 13 transformer banks
IND-S03745,Surat,Gujarat,0.0,double-bus,15,13,24.9,True,2.85,11.9,Reconfigure ties; balance 13 transformer banks
IND-S03746,Anantapur,Andhra Pradesh,8.39,meshed-N-1,15,13,24.2,True,2.61,13.35,Reconfigure ties; balance 13 transformer banks
IND-S03747,Sholapur,Maharashtra,0.16,radial-spur,15,13,22.3,False,2.18,11.55,Reconfigure ties; balance 13 transformer banks
IND-S03748,Maharashtra Hub Generation,Maharashtra,0.0,parallel-bank,15,13,20.7,True,4.06,12.33,Reconfigure ties; balance 13 transformer banks
IND-S03749,Jalandhar,Punjab,0.0,sectionalized-ring,15,13,14.6,True,3.94,10.99,Reconfigure ties; balance 13 transformer banks
IND-S03750,Sholapur,Maharashtra,8.56,ring-main,15,13,19.4,False,5.47,12.0,Reconfigure ties; balance 13 transformer banks
IND-S03751,Sholapur,Maharashtra,9.37,double-bus,15,13,22.4,True,4.98,11.29,Reconfigure ties; balance 13 transformer banks
IND-S03752,Udaipur,Rajasthan,0.01,meshed-N-1,15,13,20.5,True,5.63,12.01,Reconfigure ties; balance 13 transformer banks
IND-S03753,Jarwal,Uttar Pradesh,8.87,radial-spur,15,13,21.7,False,4.34,10.6,Reconfigure ties; balance 13 transformer banks
IND-S03754,Deoghar,Jharkhand,0.13,parallel-bank,15,13,25.8,True,4.78,10.79,Reconfigure ties; balance 13 transformer banks
IND-S03755,Channapatna,Karnataka,0.0,sectionalized-ring,15,13,18.1,True,4.92,11.37,Reconfigure ties; balance 13 transformer banks
IND-S03756,Ahmedabad,Gujarat,10.58,ring-main,15,13,24.7,False,3.0,10.68,Reconfigure ties; balance 13 transformer banks
IND-S03757,Bhubaneswar,Odisha,8.56,double-bus,15,13,22.3,True,4.42,11.69,Reconfigure ties; balance 13 transformer banks
IND-S03758,Indore,Madhya Pradesh,0.0,meshed-N-1,15,13,20.2,True,4.82,11.45,Reconfigure ties; balance 13 transformer banks
IND-S03759,Amdāli,Odisha,0.0,radial-spur,15,13,18.6,False,2.22,12.36,Reconfigure ties; balance 13 transformer banks
IND-S03760,Chennai,Tamil Nadu,0.0,parallel-bank,15,13,20.1,True,3.63,10.83,Reconfigure ties; balance 13 transformer banks
IND-S03761,Tiruchengode,Tamil Nadu,8.68,sectionalized-ring,15,13,21.3,True,4.96,11.01,Reconfigure ties; balance 13 transformer banks
IND-S03762,Argowāl,Punjab,0.0,ring-main,15,13,17.9,False,2.51,12.29,Reconfigure ties; balance 13 transformer banks
IND-S03763,Wāshīm,Maharashtra,8.78,double-bus,15,13,28.5,True,3.0,12.28,Reconfigure ties; balance 13 transformer banks
IND-S03764,Alappuzha,Kerala,8.42,meshed-N-1,15,13,13.9,True,3.53,12.04,Reconfigure ties; balance 13 transformer banks
IND-S03765,Bareilly,Uttar Pradesh,0.01,radial-spur,15,13,14.9,False,3.69,11.69,Reconfigure ties; balance 13 transformer banks
IND-S03766,Muttukavundanpudūr,Tamil Nadu,0.0,parallel-bank,15,13,22.8,True,4.41,11.94,Reconfigure ties; balance 13 transformer banks
IND-S03767,Shivamogga,Karnataka,0.07,sectionalized-ring,15,13,19.0,True,2.87,11.49,Reconfigure ties; balance 13 transformer banks
IND-S03768,Gokul,Uttar Pradesh,0.0,ring-main,15,13,28.3,False,5.08,12.22,Reconfigure ties; balance 13 transformer banks
IND-S03769,Loni,Uttar Pradesh,0.01,double-bus,15,13,30.1,True,1.37,10.56,Reconfigure ties; balance 13 transformer banks
IND-S03770,Pimpri,Maharashtra,0.0,meshed-N-1,15,13,17.9,True,4.49,9.88,Reconfigure ties; balance 13 transformer banks
IND-S03771,Kolkata,West Bengal,8.93,radial-spur,15,13,17.7,False,4.4,13.32,Reconfigure ties; balance 13 transformer banks
IND-S03772,Mysuru,Karnataka,0.0,parallel-bank,15,13,24.1,True,5.42,11.52,Reconfigure ties; balance 13 transformer banks
IND-S03773,Tirumuruganpūndi,Tamil Nadu,0.0,sectionalized-ring,15,13,19.9,True,6.06,12.99,Reconfigure ties; balance 13 transformer banks
IND-S03774,Jalālī,Uttar Pradesh,8.97,ring-main,15,13,20.5,False,4.67,12.09,Reconfigure ties; balance 13 transformer banks
IND-S03775,Hassan,Karnataka,0.0,double-bus,15,13,19.9,True,5.61,11.69,Reconfigure ties; balance 13 transformer banks
IND-S03776,Pulgaon,Maharashtra,9.02,meshed-N-1,15,13,14.1,True,3.72,11.23,Reconfigure ties; balance 13 transformer banks
IND-S03777,Hyderabad,Telangana,0.0,radial-spur,15,13,17.6,False,2.3,12.55,Reconfigure ties; balance 13 transformer banks
IND-S03778,Agartala,Tripura,0.22,parallel-bank,15,13,25.7,True,4.77,11.58,Reconfigure ties; balance 13 transformer banks
IND-S03779,Surat,Gujarat,9.96,sectionalized-ring,15,13,15.2,True,2.69,9.77,Reconfigure ties; balance 13 transformer banks
IND-S03780,Kalol,Gujarat,8.53,ring-main,15,13,18.1,False,2.15,12.58,Reconfigure ties; balance 13 transformer banks
IND-S03781,Odisha Hub Generation,Odisha,9.01,double-bus,15,13,24.1,True,3.01,11.55,Reconfigure ties; balance 13 transformer banks
IND-S03782,Amaravati,Andhra Pradesh,0.0,meshed-N-1,15,13,23.5,True,3.58,11.4,Reconfigure ties; balance 13 transformer banks
IND-S03783,Pimpri,Maharashtra,1.06,radial-spur,15,13,22.8,False,2.68,11.18,Reconfigure ties; balance 13 transformer banks
IND-S03784,Balasore,Odisha,0.0,parallel-bank,15,13,19.8,True,3.55,11.77,Reconfigure ties; balance 13 transformer banks
IND-S03785,Tellicherry,Kerala,8.69,sectionalized-ring,15,13,23.1,True,4.36,11.17,Reconfigure ties; balance 13 transformer banks
IND-S03786,Dhule,Maharashtra,0.0,ring-main,15,13,18.0,False,5.3,11.09,Reconfigure ties; balance 13 transformer banks
IND-S03787,Wanparti,Telangana,8.44,double-bus,15,13,18.3,True,3.7,11.59,Reconfigure ties; balance 13 transformer banks
IND-S03788,Brahmapur,Odisha,8.74,meshed-N-1,15,13,21.3,True,3.63,11.66,Reconfigure ties; balance 13 transformer banks
IND-S03789,Ahmedabad,Gujarat,0.0,radial-spur,15,13,17.4,False,4.14,11.33,Reconfigure ties; balance 13 transformer banks
IND-S03790,Guhāgar,Maharashtra,8.72,parallel-bank,15,13,16.2,True,3.49,11.58,Reconfigure ties; balance 13 transformer banks
IND-S03791,Thāne,Maharashtra,8.64,sectionalized-ring,15,13,22.8,True,5.93,11.92,Reconfigure ties; balance 13 transformer banks
IND-S03792,Vijayawada,Andhra Pradesh,0.09,ring-main,15,13,16.2,False,1.96,11.61,Reconfigure ties; balance 13 transformer banks
IND-S03793,Hubballi,Karnataka,0.21,double-bus,15,13,21.9,True,2.83,12.08,Reconfigure ties; balance 13 transformer banks
IND-S03794,Machilīpatnam,Andhra Pradesh,10.68,meshed-N-1,15,13,21.8,True,3.56,10.84,Reconfigure ties; balance 13 transformer banks
IND-S03795,Bhubaneswar,Odisha,0.0,radial-spur,15,13,24.2,False,2.67,11.2,Reconfigure ties; balance 13 transformer banks
IND-S03796,Lucknow,Uttar Pradesh,0.0,parallel-bank,15,13,26.1,True,2.09,12.67,Reconfigure ties; balance 13 transformer banks
IND-S03797,Chendrappini,Kerala,8.5,sectionalized-ring,15,13,24.2,True,4.21,10.96,Reconfigure ties; balance 13 transformer banks
IND-S03798,Vasco da Gama,Goa,0.07,ring-main,15,13,20.8,False,3.42,10.91,Reconfigure ties; balance 13 transformer banks
IND-S03799,Krishnanagar,West Bengal,0.0,double-bus,15,13,24.5,True,3.86,11.3,Reconfigure ties; balance 13 transformer banks
IND-S03800,Bareilly,Uttar Pradesh,31.91,meshed-N-1,15,13,27.1,True,5.27,10.74,Reconfigure ties; balance 13 transformer banks
IND-S03801,Bablāi,Haryana,0.0,radial-spur,15,13,16.9,False,3.94,10.83,Reconfigure ties; balance 13 transformer banks
IND-S03802,Pithampur,Madhya Pradesh,0.0,parallel-bank,15,13,24.9,True,4.18,12.42,Reconfigure ties; balance 13 transformer banks
IND-S03803,Nashik,Maharashtra,8.79,sectionalized-ring,15,13,19.0,True,4.32,11.53,Reconfigure ties; balance 13 transformer banks
IND-S03804,Elamkunnapuzha,Kerala,8.57,ring-main,15,13,23.9,False,3.34,11.75,Reconfigure ties; balance 13 transformer banks
IND-S03805,Sholapur,Maharashtra,0.31,double-bus,15,13,16.5,True,1.49,11.06,Reconfigure ties; balance 13 transformer banks
IND-S03806,Palāsa,Andhra Pradesh,8.54,meshed-N-1,15,13,19.8,True,5.82,11.72,Reconfigure ties; balance 13 transformer banks
IND-S03807,Mysuru,Karnataka,8.57,radial-spur,15,13,14.3,False,2.8,12.43,Reconfigure ties; balance 13 transformer banks
IND-S03808,Dombivali,Maharashtra,0.27,parallel-bank,15,13,22.2,True,3.33,10.92,Reconfigure ties; balance 13 transformer banks
IND-S03809,Thāne,Maharashtra,8.8,sectionalized-ring,15,13,17.6,True,3.98,10.61,Reconfigure ties; balance 13 transformer banks
IND-S03810,Māchhīwāra,Punjab,0.01,ring-main,15,13,19.1,False,4.19,10.86,Reconfigure ties; balance 13 transformer banks
IND-S03811,Amritsar,Punjab,0.0,double-bus,15,13,23.8,True,1.82,12.26,Reconfigure ties; balance 13 transformer banks
